Entity,English entity
ÂíÁåÊí¶şÊ®°ËĞÇÆ°³æ,twenty-eight-spotted ladybird£¬Potato lady beetle
±¿»È,nan
Å£İò°×·Û²¡,Burdock powdery mildew
Å£İòºÚ°ß²¡,Burdock Alternaria leafspot
»ÆëÖĞ¡³µ»È,nan
Å£İòÂÖÎÆ²¡,Burdock Ascochyta leafspot
Å£İò»¨Ò¶²¡,Burdock mosaic disease
Å£İòµĞµĞÎ·Ò©º¦,Burdock DDV injury
Ìğ²Ë¸ù¸¯²¡,Beet root rot
Ìğ²ËÉßÑÛ²¡,Beet phoma leaf spot
Ìğ²Ë»¨Ò¶²¡¶¾²¡,Beet mosaic virus
Ìğ²Ë»Æ»¯²¡¶¾²¡,Beet yellows virus
Ìğ²Ë´Ô¸ù²¡,Beet rhizomania
Ìğ²Ë¸ù½áÏß³æ²¡,Beet root knot nematode
Ìğ²ËÃç¸¯²¡,Sugar beet seedling blight
Ìğ²ËÒ¶°ß²¡,Downy mildew of beet
Ìğ²ËÏ¸¾úĞÔ°ß¿İ²¡,Sugar beet bacterial leaf  blight
Ìğ²Ë°×´øÒ°Ãø,Hawaiian beet webworm
Ìğ²ËÏó¼×,Beet weevil
Ìğ²ËÌø¼×,Mangold flea beetle
Ìğ²Ë´ó¹ê¼×,Tortoise beetle beet
Ìğ²ËÇ±Ò¶Ó¬,Mangold fly
»Æ²İµØÃø,nan
²è±ı²¡,Tea blister blight
²èÍø±ı²¡,Tea exobasidium blight
²èÑ¿¿İ²¡,Tea bud blight
²èÔ²³àĞÇ²¡,Tea red scab
²èÃº²¡,Tea Neocapnodium sooty mould
²èºìĞâÔå²¡,Tea red rust
²è¸àÒ©²¡,Tea velvet blight
²è°×ĞÇ²¡,Tea white scab
²èÔÆÎÆÒ¶¿İ²¡,Tea leaf blight
²èÂÖ°ß²¡,Tea ring rot
²èÌ¿¾Ò²¡,Tea anthracnose
²è³àÒ¶°ß²¡,Tea red leaf spot
²èºÖÉ«Ò¶°ß²¡,Tea brown leaf spot
²èÔå°ß²¡,Tea algae leaf spot
²èÖ¦ÉÒºÚµã²¡,nan
²èÃç°×¾î²¡,Tea seedling blight
²è×ÏÎÆÓğ²¡,Tea purple root rot
²è·¢Ã«²¡,nan
²èÏß¸¯²¡,Tea Epiphytic thread blight
²èÊ÷Ì¦Şº¡¢µØÒÂ,Moss and lichen of tea
²è¸ù°©²¡,Tea seedling crown gall
²èÃç¸ù½áÏß³æ²¡,Tea root knot nematode
²èİËË¿×Ó,Tea dodder
²èëØ¿İ²¡,Tea macrophoma stem blight
²èÖ¦ºÚğë²¡,Tea black naevus
É£¼ÄÉú,Loranthus
²èºì¸ù¸¯²¡,Tea red root rot
²è³ßó¶,Tea geometrid
²èÃ«³æ,Tea tussock moth
²è³¤¾íÒ¶¶ê,Oriental tea tortrix
²èĞ¡¾íÒ¶¶ê,Pear tussock moth
²èºÖËò¶ê,nan
²èĞ¡Ëò¶ê,nan
ÀöÂÌ´Ì¶ê,Blue-striped£¬nettle-grub
ŞÈ´Ì¶ê,nan
²èºÚ¶¾¶ê,nan
²è°ß¶ê,nan
ÔÆ³ßó¶,nan
²è°×¶¾¶ê,nan
²è²Ï,Tea bunch caterpillar
²èÒø³ßó¶,nan
¼ÙÑÛĞ¡ÂÌÒ¶²õ,Smaller green leafhopper
ÃŞÒ¶²õ,Cotton leafhopper
±Ì¶êÀ¯²õ,Green broad-winged planthopper
²èÍøòí,nan
²è½ÇÃ¤òí,nan
ÓÍ²è¿í¶Üòí,nan
²è¶ş²æÑÁ,nan
½Û»Æ·ÛÊ­,nan
³¤°×ò»,nan
Ò¬Ô²ò»,Coconut scale
²èÀæò»,tea white scale
²èÄµòÃò»,Oystershell Scale
ÉßÑÛò»,Camphor Scale
Çà¶êÀ¯²õ,nan
¿É¿É¹ã³áÀ¯²õ,Cocoa planthoppel¡®
Ô²ÎÆ¿í¹ãÀ¯²õ,nan
²èÑ¿ñ¨ÎÃ,Contarinia sp
²èÖ¦Á­¶ê,nan
²è²ÄĞ¡ó¼,Tea shot-hole borer
²èÌìÅ£,nan
²èºì¾±ÌìÅ£,nan
²è½ÇĞØÒ¶¼×,Basilepta melanopus Lefevre
²èÀöÎÆÏó¼×,Cotton leafworm
´ó»ÒÏó¼×,Big gourdshaped weevil
²è³Èñ¨òı,Pink tea rust mite
²èÒ¶ñ¨òı,Purple tea mite
²à¶àÊ³¸½Ïßòı,Broad mite
²èºìòı,Tea red spider mite
²è¶ÌĞëòı,Privet mite
²è¹÷¼»Âí,nan
²è»Æ¼»Âí,yellow tea thrips
¿§·ÈĞ¡×¦òı,coffee red spider mite
ÑÌ²İÌ¿¾Ò²¡,Tobacco anthracnose
ÑÌ²İâ§µ¹²¡,Tobacoo damping-off
ÑÌ²İ³àĞÇ²¡,Tobacco brown spot
ÑÌ²İÍÜÑÛ²¡,Tobacco frog eye
ÑÌ²İ°×·Û²¡,Tobacco powdery milde
ÑÌ²İ¸ùºÚ¸¯²¡,Tobacco black shank
ÑÌ²İÆÆÀÃÒ¶°ß²¡,Tobacco ragged leaf spot
ÑÌ²İ°×¾î²¡,Tobacco southern stem and root rot
ÑÌ²İ¾úºË²¡,Tobacco sclerotinia rot
ÑÌ²İÃºÎÛ²¡,Tobacco black death
ÑÌ²İµÍÍ·ºÚ²¡,Tobacco black death
ÑÌ²İ»ÒÃ¹²¡,Tobacco gray mold
ÑÌ²İ¿İÎ®²¡,Tobacco fusarium wilt
ÑÌ²İ°ßµã²¡,Tobacoo phyllosticta leaf spot
ÑÌ²İËªÃ¹²¡,Tobacco blue mold
ÑÌ²İÇà¿İ²¡,Tobacco bacterial wilt
ÑÌ²İÒ°»ğ²¡,Tobacco wild fire
ÑÌ²İ½Ç°ß²¡,Tobacco angular Spot
ÑÌ²İ¿ÕëÖ²¡,Tobacco hollow stalk
ÑÌ²İÂíÁåÊíY²¡¶¾²¡,Tobacco potato virus Y
ÑÌ²İÊ´ÎÆ²¡¶¾²¡,Tobacco etch virus
ÑÌ²İ»·°ß²¡¶¾²¡,Tobacco ring spot virus
ÑÌ²İÆÕÍ¨»¨Ò¶²¡¶¾²¡,Tobacco mosaic virus
ÑÌ²İ»Æ¹Ï»¨Ò¶²¡¶¾²¡,Tobacco cucumber mosaic virus
ÑÌ²İÌğ²ËÇú¶¥²¡¶¾²¡,Tobacco curly stop virus
ÑÌ²İÂíÁåÊíX²¡¶¾²¡,Potato virus X
ÑÌ²İ»µËÀ²¡¶¾²¡,Tobacco necrosis virus
ÑÌ²İÇúÒ¶²¡¶¾²¡,Tobacco leaf curl spot virus
ÑÌ²İÁ¢¿İ²¡,Tobacco soreshin
ÑÌ²İºÚëÖ²¡,Tobacoo balack shank
ÑÌ²İ·¬ÇÑ°ßÎ®²¡¶¾²¡,Tobacco tomato spotted wilt virus
ÑÌ²İ´ÔÖ¦²¡,Witches broom of tobacco
ÑÌ²İ¸ù½áÏß³æ²¡,Tobacco root knot nematode
ÑÌ²İ°ûÄÒÏß³æ²¡,Tobacco cyst nematode
ÑÌ²İÆøºò°ßµã²¡,Tobacco weather fleck
ÑÌ²İ½£Ò¶²¡,Tobacco frenching
ÑÌ²İ¸ùºÖ¸¯Ïß³æ²¡,nan
ÁĞµ±,Skyblue Broomrape
İËË¿×Ó,China Dodder
ÑÌÊµÒ¹¶ê,Tobacco budworm
ÑÌ²İÇ±Ò¶¶ê,Tobacco splitworm
ÑÌ²İÖû¾¥¶ê,Tobacco stem borer
ÃŞĞ¡ÔìÇÅ³æ,Yellow cotton moth
ÃŞºÖ´ø¾í¶ê,Smaller apple leaf roller
Ğı»¨Ìì¶ê,Sweetpotato hornworm
Ö¥ÂéÌì¶ê,  Death¡¯s head moth
ÑÌ²İ·ÛÃø,Ephestia elutella
ÑÌÌï´ó»ÒÏó,Big gourdshaped weevil
ÃŞ»È,Catton locust
ÖĞ»ªµ¾»È,Rice grasshopper
»¨ÉúºÚ°ß²¡,Peanut Black spot
»¨ÉúĞâ²¡,Peanut rust
»¨Éú´¯ğè²¡,Peanut scab
»¨Éú¹Ú¸¯²¡,Peanut crown rot
»¨ÉúÁ¢¿İ²¡,Peanut Rhizoctonia rot 
»¨ÉúÌ¿¾Ò²¡,Peanut anthracnose
»¨Éú½¹°ß²¡,Peanut pepper spot and leaf scorch
»¨Éú¾¥¸¯²¡,Peanut stem rot
»¨Éú¸ù¸¯²¡,Peanut root rot
»¨Éú»ÒÃ¹²¡,Peanut gray mold
»¨Éú¾úºË²¡,Peanut Sclertiniose
»¨Éú°×¾î²¡,Peanut Sclerotium blight
»¨Éú×ÏÎÆÓğ²¡,Peanut purple root rot
»¨ÉúÍø°ß²¡,Peanut web blotch
»¨ÉúÇà¿İ²¡,Peanut Bacterial wilt
»¨Éú´ÔÖ¦²¡,Peanut rosette
»¨ÉúÌõÎÆ²¡¶¾²¡,Peanut stripe
»¨Éú»Æ»¨Ò¶²¡¶¾²¡,nan
»¨ÉúÆÕÍ¨»¨Ò¶²¡,nan
»¨ÉúÑ¿¿İ²¡¶¾²¡,nan
»¨Éú¸ù½áÏß³æ²¡,Peanut root knot nematode
»¨ÉúÈ±ËØÖ¢,nan
»¨ÉúÑÁ,Bean aphid
»¨ÉúÊ´Ò¶Ò°Ãø,nan
ÓÍ²ËºÚëÖ²¡,Rape black stem rot
ÓÍ²Ëâ§µ¹²¡,Rape damping-off
ÓÍ²ËÁ¢¿İ²¡,Rape root rot
ÓÍ²Ë¾úºË²¡,Rape Sclertiniose
ÓÍ²ËËªÃ¹²¡,Rape downy mildew
ÓÍ²Ë°×Ğâ²¡,Rape white rust
ÓÍ²Ë°×°ß²¡,Rape White Spot
ÓÍ²ËÌ¿¾Ò²¡,Rape anthracnose
ÓÍ²ËºÚ°ß²¡,Rape alternaria leaf spot
ÓÍ²Ë°×·Û²¡,Rape powdery mildew
ÓÍ²Ë¿İÎ®²¡,Rape Fusarium wilt
ÓÍ²Ë¸ùÖ×²¡,Rape club root
ÓÍ²ËºÚ¸¯²¡,Rape black rot
ÓÍ²ËÈí¸¯²¡,Rape bacterial soft rot
ÓÍ²ËÏ¸¾úĞÔºÚ°ß²¡,Rape bacterial black spot
ÓÍ²Ë²¡¶¾²¡,Rape viral diseases
ÓÍ²ËÎ®Ëõ²»Êµ²¡,Rape atrophied barren
ÓÍ²Ë¶³º¦,Rape freeze injury
ÔÆ°ß·Ûµû,nan
ºÚÎÆ·Ûµû,striated white butterfly
Ö¥ÂéÁ¢¿İ²¡,Sesame soreshin
Ö¥Âé¾¥µã¿İ²¡,Sesame stem blight
Ö¥ÂéÒß²¡,Phytophthora blight of sesame
Ö¥Âé¿İÎ®²¡,Sesame wilt disease
Ö¥ÂéÒ¶¿İ²¡,Sesame leaf blight
Ö¥ÂéÒ¶°ß²¡,Sesame leaf spot
Ö¥Âé°×·Û²¡,Sesame powdery mildew
Ö¥ÂéºÚ°ß²¡,Sesame black spot
Ö¥ÂéÂÖÎÆ²¡,Sesame ring spot
Ö¥ÂéºÖ°ß²¡,Soybean brown spot
Ö¥ÂéÇà¿İ²¡,Sesame bacterial wilt
Ö¥Âé¼ÔÒ°Ãø,simsim webworm
Ö¥ÂéÏ¸¾úĞÔ½Ç°ß²¡,Sesame angular leaf spot
Ö¥Âé»Æ»¨Ò¶²¡,Sesame yellow mosaic disease
Ö¥Âé±äÒ¶²¡,Sesame phyllody
Ö¥ÂéÆÕÍ¨»¨Ò¶²¡,Sesame common mosaic virus
ÏòÈÕ¿û¾úºË²¡,Sunflower Sclertiniose
ÏòÈÕ¿ûĞâ²¡,Sunflower Rust
ÏòÈÕ¿ûÒ¶¿İ²¡,Sunflower leaf blight
ÏòÈÕ¿ûºÚ°ß²¡,Sunflower Alternaria black spot
ÏòÈÕ¿ûÁĞµ±,Sunflower broomrape
ÏòÈÕ¿û°ßÃø,nan
ÃÉ¹Å»ÒÏó¼×,Mongolian gray weevil
±ÍÂéÌ¿¾Ò²¡,nan
±ÍÂéĞâ²¡,nan
±ÍÂé»Ò°ß²¡,nan
±ÍÂé°×¾î²¡,nan
±ÍÂéºÚ°ß²¡,nan
±ÍÂé¿İÎ®²¡,nan
±ÍÂéÒß²¡,nan
±ÍÂé°ßµã²¡,nan
±ÍÂéÏ¸¾úĞÔÒ¶°ß²¡,nan
±ÍÂéËÄĞÇ³ß¶ê,nan
¸ÊÕá³à¸¯²¡,Sugarcane red rot
¸ÊÕá·ïÀæ²¡,Sugarcane pineapple
¸ÊÕáºÚËë²¡,Sugarcane smut
¸ÊÕá»Æ°ß²¡,Sugarcane yellow spot
¸ÊÕáÑÛ°ß²¡,Sugarcane eye spot
¸ÊÕáÉÒ¸¯²¡,Sugarcane pokkah boeng
¸ÊÕáĞâ²¡,Sugarcane rust
¸ÊÕá»¢°ß²¡,Sugarcane Rhizoctonia sheath and shoot rot
¸ÊÕáÂÖ°ß²¡,Sugarcane ring spot
¸ÊÕáËªÃ¹²¡,Downy mildew of sugarcane
¸ÊÕáºÖÌõ²¡,Sugarcane brown stripe
¸ÊÕá°×Ìõ²¡,Sugarcane leaf scald
¸ÊÕá»¨Ò¶²¡,Sugarcane mosaic
¸ÊÕáËŞ¸ù°«»¯²¡,Sugarcane Ratoon Stunting Disease
¸ÊÕáÍÊÂÌÌõÎÆ²¡,Sugarcane chlorosis
¸ÊÕáÏß³æ²¡,Sugarcane nematode
¸ÊÕáÒ¶Î®²¡,Sugarcane leaf blight
¸ÊÕá°×Ò¶²¡,sugarcane white leaf disease
¸ÊÕá°×Ãø,nan
ÌõÃø,striped sorghum borer
ËÚ»ÒÃø,Millet borer
¸ÊÕá¼»Âí,Sugarcane thrips
¸ßÁ»ÑÁ,Sorghum aphid
¸ÊÕá³¤òí,Oriental chinch bug
¸ÊÕá±â½Ç·ÉÊ­,Sugarcane leafhopper
Í»±³Õá¹ê,Black sugarcane beetle
¸ÊÕá¶şµãÃø,Millet borer
´óÃø,Pink borer
Ê³¸ùÔµ³İÌìÅ£,nan
¸ÊÕáÃàÑÁ,sugarcane cottony aphid
¸ÊÕáºì·Ûò»,pink sugarcane mealybug£¬sugarcane mealybug
¸ÊÕá»Ò·Ûò»,nan
Ìğ²ËÁ¢¿İ²¡,nan
Ìğ²ËºÖ°ß²¡,Beet sercospora leaf spot
Ìğ²ËËªÃ¹²¡,Downy mildew of beet
Ìğ²Ë°×·Û²¡,Beet powdery mildew
ÃŞ»¨ÉöĞÎÏß³æ²¡,nan
ÃŞ»¨Å¦´øÏß³æ²¡,nan
ÃŞ»¨ºì(»Æ)Ò¶¿İ²¡,Cotton red (yellow) leaf wilt
ÃŞºìÁå³æ,Pink bollworm
ÃŞË«Ğ±¾í¶ê,Small cotton leaf roller
³¤¶î¸º»È,nan
ÂÌÏó¼×,nan
³àĞëÃ¤òí,nan
ÃŞ´ó¾íÒ¶Ãø,Cotton leaf roller
½¹ÌõÀöÒ¹¶ê,nan
·ÛÎÆÒ¹¶ê,Cabbage looper
¶¦µã½ğ¸Õ×ê,Cotton green moth
´äÎÆ½ğ¸Õ×ê,Spiny bollworm
ÃŞ¾¥Ä¾ó¼¶ê,Red coffee borer
ÃŞÃ¤òí,Cotton mirids
ÃŞºìòí,cotton bug£¬oriental cotton stainer£¬cotton stainer£¬red cotton bug
ÃŞÑÁ,Cotton aphid
ÃŞ³¤¹ÜÑÁ,big cotton aphid
ÃŞºÚÑÁ,nan
ÃŞ¸ùÑÁ,Bean root aphid
ÃŞĞ¡ÂÑÏó,nan
ÃŞ¼âÏó,Chinese cotton weevil
½õ¿ûÀöÒ¹¶ê,nan
ĞÇ°×µÆ¶ê,Red-belly black-dotted arctud
ÃŞËÄµãÒ¶¼×,Monolepta signata Olivier
ÃŞÃçĞ¡Ïó,nan
ÜÙŞ£Ã¤òí,Alfalfa plant bug
ÄÁ²İÃ¤òí,Tarnished plant bug
ÖĞºÚÃ¤òí,nan
»Æ¼çÂÌòí,nan
±¡ÇòÎÏÅ£,nan
ÑÇÂé¼ÙºÚ°ß²¡,nan
ÑÇÂé°ßµã²¡,Flax pasmo
ÑÇÂéÌ¿¾Ò²¡,Flax anthracnose
ÑÇÂé¾úºË²¡,Flax sclertiniose
ÑÇÂé¡¢ºúÂé°×·Û²¡,Flax powdery mildew
ÑÇÂé¡¢ºúÂéĞâ²¡,Flax rust
ÑÇÂé¡¢ºúÂéÁ¢¿İ²¡,Flax soreshin
ÑÇÂé¡¢ºúÂé¿İÎ®²¡,Fusarium wilt disease of flax
ºìÂé¡¢»ÆÂéÁ¢¿İ²¡,Kenaf soreshin
ºìÂéÌ¿¾Ò²¡,Kenaf anthracnose
ºìÂé°ßµã²¡,Kenaf brown leaf spot
ºìÂé¸ù½áÏß³æ²¡,Kenaf root knot nematode
ºìÂéÒ¶Ã¹²¡,Kenaf yellow leaf spot
ºìÂé»ÒÃ¹²¡,Kenaf graymold
ºìÂéÑüÕÛ²¡,nan
»ÆÂé¸ù¸¯²¡,Jute root rot
»ÆÂéÏ¸¾úĞÔ°ßµã²¡,Jute bacterial blight disease
»ÆÂé¸ù½áÏß³æ²¡,Jute root knot nematode
»ÆÂéÇÅÒ¹¶ê,Jute semi-looper
´óÂé°×°ß²¡,Hemp white spot
´óÂéËªÃ¹²¡,Hemp downy mildew
´óÂéÃ¹°ß²¡,nan
´óÂé°×ĞÇ²¡,Hemp white scab
´óÂéĞ¡Ê³ĞÄ³æ,Hemp borer
´óÂéÌø¼×,nan
ÂéÌìÅ£,hemp longicorn beetle
ÜÑÂéÌ¿¾Ò²¡,Ramie anthracnose
ÜÑÂéºÖ°ß²¡,Ramie brown spot
ÜÑÂé½Ç°ß²¡,Ramie angular leaf spot
ÜÑÂéÒß²¡,Ramie phytophthora blight
ÜÑÂé¾¥¸¯²¡,Ramie stem rot
ÜÑÂé°×ÎÆÓğ²¡,Ramie Rosellinia root rot
ÜÑÂéÇà¿İ²¡,nan
ÜÑÂé»¨Ò¶²¡,Ramie mosaic virus
ÜÑÂé¸ù¸¯Ïß³æ²¡,nan
ÜÑÂé³àòÌµû,Indian painted lady
´ó¶¹ËªÃ¹²¡,Soybean downy mildew
ÜÑÂé»ÆòÌµû,nan
ÜÑÂéÒ¹¶ê,nan
ÜÑÂéÌìÅ£,nan
´ó¶¹Ğâ²¡,Soybean rust
´ó¶¹¿İÎ®²¡,Young soya bean Fusarium wilt
´ó¶¹ÒßÃ¹¸ù¸¯²¡,Soybean Phytophthora root rot
´ó¶¹×Ï°ß²¡,Soybean cercospora spot
´ó¶¹»Ò°ß²¡,Soybean frogeye leaf spot
´ó¶¹°Òµã²¡,Soybean target spot
´ó¶¹ºÖ°ß²¡,Soybean brown spot
´ó¶¹Á¢¿İ²¡,Soybean soreshin blight
´ó¶¹ÎÆ¿İ²¡,Soybean hypochnus blight
´ó¶¹ĞßÎ®²¡,Soybean sleeping blight
´ó¶¹ºÚ¶»²¡,Soybean scab
´ó¶¹ÂÖÎÆ²¡,Soybean zonate spot
´ó¶¹¼Ô¿İ²¡,Soybean pod blight
´ó¶¹¸ù½áÏß³æ²¡,Soybean root-knot nematode
´ó¶¹×ØÉ«Ò¶°ß²¡,nan
´ó¶¹Òß²¡,Young soya bean Phytophthora blight
´ó¶¹Ì¿¾Ò²¡,Soybean anthracnose
´ó¶¹¾úºË²¡,Soybean Sclerotium disease
´ó¶¹¾¥¿İ²¡,nan
´ó¶¹ºÚµã²¡,Black spot of soybean
´ó¶¹Ï¸¾úĞÔ°ßµã²¡,Soybean bacterial blight
´ó¶¹Ï¸¾úĞÔ°ßÕî²¡,Bacterial pustules of soybean
´ó¶¹»¨Ò¶²¡¶¾²¡,Soybean mosaic
´ó¶¹¶¥¿İ²¡,nan
´ó¶¹°ûÄÒÏß³æ²¡,Soybean cyst nematode
´ó¶¹İËË¿×Ó,Soybean dodder
´ó¶¹Ò¶°ß²¡,Young soya bean leaf spot
´ó¶¹ºÖÎÆ²¡,nan
´ó¶¹³àÃ¹²¡,Young soya bean Fusarium blight
´ó¶¹°×·Û²¡,Young soya bean powdery milde
´ó¶¹¸ù¸¯²¡,Young soya bean Fusarium root rot
´ó¶¹ºÚ°ß²¡,Soybean alternaria leaf spot
´ó¶¹»ÒĞÇ²¡,nan
´ó¶¹¾úºËÒß²¡,Young soya bean Sclerotium rot
´ó¶¹Ãº°ß²¡,Young soya bean sooty blotch
´ó¶¹È±¼Ø,Soybean potassium defi ciency
¶¹¾íÒ¶Ò°Ãø,bean webworm
¶¹¼ÔÒ°Ãø,Bean pod borer
¶¹Ìì¶ê,Greenish brown hawk moth
ÑæÒ¹¶ê,Rose budworm
´ó¶¹Ê³ĞÄ³æ,soybean pod borer
¶¹»Òµû,Silver-studded blue
´ó¶¹ÑÁ,Soybean aphid
ºì±³°²Ôµòí,Red-back bug
¶¹¸ùÉßÇ±Ó¬,soybean root miner
¶¹Ü¾İ¼,nan
¶şÌõÒ¶¼×,Two-striped leaf beetle
¶¹Ò¶¶«Ç±Ó¬,soybean leafminer
°ß±³°²Ôµòí,nan
»¨ÉúºÖ°ß²¡,Peanut brown spot
ËÚ¸ºÄà¼×,nan
ÓñÃ×ÒìõÆÓ©Ò¶¼×,nan
ÁøÀ¶Ò¶¼×,imported willow leaf beetle
ÓñÃ×Ìú¼×,nan
ÓñÃ×ÑÁ,Corn leaf aphid
ÊòÑÁ,bird cherry-oat aphid
ÓñÃ×»Æ´ô¼»Âí,Grass thrips
ºÌ¼»Âí,nan
ËÚÔµòí,hyaline grass bug
¸ßÁ»´ó°ß²¡,Sorghum northern leaf blight
¸ßÁ»Ğâ²¡,Rust of sorghum
¸ßÁ»Ò¶µã²¡,nan
¸ßÁ»±ªÎÆ²¡,Sorghum zonate leaf spot
¸ßÁ»Ì¿¾Ò²¡,Sorghum anthracnosis
¸ßÁ»ÃºÎÆ²¡,Sorghum sooty stripe
¸ßÁ»Á¢¿İ²¡,Sorghum Rhizoctonia rot
¸ßÁ»Ë¿ºÚËë²¡,Sorghum silk smut
¸ßÁ»É¢ºÚËë²¡,Sorghum loose kernel smut
¸ßÁ»¼áºÚËë²¡,Sorghum hard smut
¸ßÁ»ÖùºÚ·Û²¡,nan
¸ßÁ»Á­µ¶¾úËë¸¯²¡,Sorghum Fusarium stalk rot
¸ßÁ»×Ï°ß²¡,Sorghum purple spot
¸ßÁ»ÎÆ¿İ²¡,nan
¸ßÁ»×ÏÂÖ²¡,Sorghum Ramulispora leaf spot
¸ßÁ»Ãç¿İ²¡,Sorghum seedling blight
¸ßÁ»¸ù¸¯²¡,Sorghum root rot
¸ßÁ»ºÚÊø²¡,Sorghum black bundle
¸ßÁ»Ì¿¸¯²¡,Sorghum charcoal rot
¸ßÁ»Ó±¿İ²¡,Sorghum Penicillium ear 
¸ßÁ»³¤Á£ºÚËë²¡,Sorghum long smut
¸ßÁ»»¨ºÚËë²¡,Sorghum smut
¸ßÁ»Ï¸¾úĞÔÌõÎÆ²¡,Sorghum bacterial leaf stripe
¸ßÁ»Ï¸¾úĞÔºìÌõ²¡,nan
¸ßÁ»Ï¸¾úĞÔ°ßµã²¡,Bacterial leaf spot of sorghum
¸ßÁ»°«»¨Ò¶²¡,Sorghum red stripe
¸ßÁ»»¨Ò¶²¡,Sorghum mosaic
ËÚËëÃø,nan
ÌÒÖûÒ°Ãø,"yellow peach moth£¬Peach pyralid moth,cone moth"
Ğ¡ËëÃø,Spikelet borer
¸ßÁ»ÖÛ¶ê,Sorghum anachoreta
ğ¤³æ,armyworm
ËÚ°¼ëÖÌø¼×,nan
ËÚÁÛ°ßÒ¶¼×,Millet squamous leaf beetle
¸ßÁ»Ã¢Ó¬,sorghum shoot fly
¸ßÁ»¸ùÑÁ,elm gall aphid
¸ßÁ»³¤òíÏó,Blissus pallipes
ÌõÉ³Ò¶²õ,nan
¹ÈÀà´óÎÃ,nan
¶«ÑÇ·É»È,Asiatic migratory locust
ËÚ°×·¢²¡,Millet downy mildew
ËÚÎÁ²¡,Millet blast
ËÚºÚÇÊ²¡,Millet black sheath
ËÚĞâ²¡,Millet rust
ËÚÎÆ¿İ²¡,Millet sheath blight
ËÚÁ£ºÚËë²¡, Millet kernel smut
ËÚÏ¸¾úĞÔºÖ°ßÌõ°ß²¡,Millet bacterial brown spot
ËÚºìÒ¶²¡,Millet red leaf
ËÚÁ£Ïß³æ²¡,Millet nematode sterile
ËÚÃç¿İ²¡,Maize seedling blight
ËÚºúÂé°ß²¡,Millet Bipolaris leaf spot
ËÚ»Ò°ß²¡,Millet Cercospora leaf spot
ËÚÒ¶°ß²¡,Millet Phyllosticta leaf spot
ËÚ¼ÙºÚ°ß²¡,nan
ËÚÌõµã²¡,nan
ËÚºÚ·Û²¡,Millet smut
ËÚÄ«ºÚ·Û²¡,Millet kernel smut
ËÚÏ¸¾úĞÔÌõ°ß²¡,nan
¸ÊÊí´¯ğè²¡,Sweet potato scab
¸ÊÊí¾¥Ãø,sweet potato vine borer
¸ÊÊíºÚ°ß²¡,Sweet potato black rot
¸ÊÊíÈí¸¯²¡,Soft rot of sweet potato
¸ÊÊí¿İÎ®²¡,Sweet potato fusarium wilt
¸ÊÊíÎÁ²¡,Sweet potato bacterial wilt
¸ÊÊí¸ù¸¯²¡,Sweet potato root rot
¸ÊÊí×ÏÎÆÓğ²¡,Sweet potato violet root rot
¸ÊÊí²¡¶¾²¡,Sweet potato viral diseases
¸ÊÊí´ÔÖ¦²¡,Sweet potato witches¡¯broom 
¸ÊÊí¾¥Ïß³æ²¡,Sweet potato stem nematode disease
¸ÊÊíºÚğë²¡,Sweet potato black scurf
¸ÊÊíÒÏÏó¼×,sweetpotato weevil
¸ÊÊíÀ¯¹ê¼×,nan
¸ÊÊíç²Ò¹¶ê,nan
ÃŞÃçâ§µ¹²¡,Cotton damping¡«off
ÃŞÃçÁ¢¿İ²¡,Cotton soreshin
ÃŞ»¨Ì¿¾Ò²¡,Cotton anthracnose
ÃŞ»¨ºì¸¯²¡,Fusarium rot of cotton
ÃŞºÚ¸ù¸¯²¡,Cotton black root rot
ÃŞ»¨¿İÎ®²¡,Cotton fusarium wilt disease
ÃŞ»¨»ÆÎ®²¡,Cotton verticillium wilt
ÃŞ»¨Òß²¡,Cotton fhytophthora blight
ÃŞÁåÇúÃ¹²¡,Cotton Aspergillus boll rot
ÃŞ»¨¾¥¿İ²¡,Ascochyta blight of cotton
ÃŞÁåºÚ¹û²¡,Cotton diplodia boll rot
ÃŞÁåºì·Û²¡,Cotton pinkboll rot
ÃŞÁåÈí¸¯²¡,Cotton rhizopus boll rot
ÃŞÁå»ÒÃ¹²¡,Cotton boll graymold
ÃŞ»¨ºÖ°ß²¡,Cotton brown spot
ÃŞ»¨Ò¶ÉÕ²¡,Cotton brown spot
ÃŞ»¨ÂÖÎÆ²¡,Cotton black leaf spot
ÃŞ»¨½Ç°ß²¡,Cotton angular leaf spot
ÃŞ»¨¸ù½áÏß³æ²¡,Cotton root knot nematode
Ğ¡Âó¹Ü¼»Âí,Haplothrips tritici
Î÷±±Âóòí,nan
Âó¸ùòí,Stibaropus formosanus
ÂóÔ²Ö©Öë,nan
Âó³¤ÍÈÖ©Öë,Petrobia Latens
ĞãÒ¹¶ê,Amphipoea fucosa
ÂóËëÒ¹¶ê,wheat earworm
Ğ¡ÂóÎü½¬³æ,wheat blossom midge
Âó¸ÑÓ¬,Wheat bulb-worm
ºÚÂó¸ÑÓ¬,Wheat black bulb-worm
ÂóºÚ°ßÇ±Ò¶Ó¬,Grass sheath miner
Âó¾¥¹È¶ê,nan
ÂóÒ¶·ä,Wheat sawfly
ÂÌ³á¼¹Ó©Ò¶¼×,nan
´óÂóÌõĞâ²¡,Barley stripe rust
´óÂóÍø°ß²¡,Barley net blotch
´óÂóÌõÎÆ²¡,Barley stripe disease
