number,Chinese entity name,entity binomial scientific name,Chinese crop name,English crop name,Chinese relation,English relation
359,银毛吹棉蚧,Icerya seychellarum,石榴,Pomegranate,危害,Damage
360,龙眼鸡,Fulgora candelaria,龙眼,Longan,危害,Damage
361,龙眼鸡,Fulgora candelaria,荔枝,litchi,危害,Damage
362,龙眼鸡,Fulgora candelaria,橄榄,Olives,危害,Damage
363,龙眼鸡,Fulgora candelaria,芒果,mango,危害,Damage
364,龙眼鸡,Fulgora candelaria,柚子,Grapefruit,危害,Damage
365,角蜡蚧,Ceroplastes ceriferus,苹果,apple,危害,Damage
366,角蜡蚧,Ceroplastes ceriferus,柑橘,Tangerine,危害,Damage
367,角蜡蚧,Ceroplastes ceriferus,枇杷,Loquat,危害,Damage
368,角蜡蚧,Ceroplastes ceriferus,无花果,Fig,危害,Damage
369,角蜡蚧,Ceroplastes ceriferus,荔枝,litchi,危害,Damage
370,角蜡蚧,Ceroplastes ceriferus,杨梅,Bayberry,危害,Damage
371,角蜡蚧,Ceroplastes ceriferus,芒果,mango,危害,Damage
372,角蜡蚧,Ceroplastes ceriferus,石榴,Pomegranate,危害,Damage
373,角蜡蚧,Ceroplastes ceriferus,樱桃,cherry,危害,Damage
374,珀蝽,Plautia fimbriata,柑橘,Tangerine,危害,Damage
375,珀蝽,Plautia fimbriata,荔枝,litchi,危害,Damage
376,珀蝽,Plautia fimbriata,龙眼,Longan,危害,Damage
377,小青花金龟,Oxycetonia jucunda,山楂,hawthorn,危害,Damage
378,小青花金龟,Oxycetonia jucunda,苹果,apple,危害,Damage
379,小青花金龟,Oxycetonia jucunda,葡萄,Grape,危害,Damage
380,小青花金龟,Oxycetonia jucunda,柑橘,Tangerine,危害,Damage
381,白星花金龟,Protaetia brevitarsis,苹果,apple,危害,Damage
382,白星花金龟,Protaetia brevitarsis,樱桃,cherry,危害,Damage
383,白星花金龟,Protaetia brevitarsis,葡萄,Grape,危害,Damage
384,白星花金龟,Protaetia brevitarsis,柑橘,Tangerine,危害,Damage
385,芒果炭疽病,Colletotrichum gloeosporioides,芒果,mango,危害,Damage
386,芒果流胶病,Botryosphaeria,芒果,mango,危害,Damage
387,芒果黑色蒂腐病,Botryosphaeria rhodina,芒果,mango,危害,Damage
388,芒果横纹尾夜蛾,Chlumetia transversa,芒果,mango,危害,Damage
389,褐边绿刺蛾,Parasa consocia,苹果,apple,危害,Damage
390,褐边绿刺蛾,Parasa consocia,柑橘,Tangerine,危害,Damage
391,褐边绿刺蛾,Parasa consocia,樱桃,cherry,危害,Damage
392,褐边绿刺蛾,Parasa consocia,海棠,Begonia,危害,Damage
393,褐边绿刺蛾,Parasa consocia,山楂,hawthorn,危害,Damage
394,褐边绿刺蛾,Parasa consocia,枇杷,Loquat,危害,Damage
395,褐边绿刺蛾,Parasa consocia,核桃,Walnut,危害,Damage
396,褐边绿刺蛾,Parasa consocia,石榴,Pomegranate,危害,Damage
397,脊胸天牛,Rhytidodera bowringii,腰果,cashew,危害,Damage
398,大青叶蝉,Cicadella viridis,苹果,apple,危害,Damage
399,黄褐天幕毛虫,Malacosoma neustria,苹果,apple,危害,Damage
400,黄褐天幕毛虫,Malacosoma neustria,樱桃,cherry,危害,Damage
401,黄褐天幕毛虫,Malacosoma neustria,海棠,Begonia,危害,Damage
402,黄褐天幕毛虫,Malacosoma neustria,沙果,Crab apple,危害,Damage
403,枇杷灰斑病,Pestalotiopsis funerea,枇杷,Loquat,危害,Damage
404,枇杷斑点病,Phyllosticta ,枇杷,Loquat,危害,Damage
405,枇杷胡麻色斑点病,Loquat Phyllosticta leaf spot,枇杷,Loquat,危害,Damage
406,枇杷黄毛虫,Melanographia flexilineata,枇杷,Loquat,危害,Damage
407,黄星天牛,Psacothea hilaris,无花果,Fig,危害,Damage
408,黄星天牛,Psacothea hilaris,油桐,Tung oil tree,危害,Damage
409,黄星天牛,Psacothea hilaris,批把,batch,危害,Damage
410,黄星天牛,Psacothea hilaris,柑桔,Citrus,危害,Damage
411,香蕉交脉蚜,Pentalonia nigronervosa,芭蕉,banana,危害,Damage
412,香蕉交脉蚜,Pentalonia nigronervosa,木瓜,pawpaw,危害,Damage
413,香蕉交脉蚜,Pentalonia nigronervosa,小豆落,Small bean drop,危害,Damage
414,香蕉交脉蚜,Pentalonia nigronervosa,昙华,Tanhua,危害,Damage
415,香蕉交脉蚜,Pentalonia nigronervosa,羊齿,Fern,危害,Damage
416,香蕉褐缘灰斑病,Cercospora musae,香蕉,banana,危害,Damage
417,香蕉黑星病,Macrophoma musae,香蕉,banana,危害,Damage
418,香蕉束顶病,Banana bunchy top virus,香蕉,banana,危害,Damage
419,斑须蝽,Dolycoris baccarum,苹果,apple,危害,Damage
420,斑须蝽,Dolycoris baccarum,山楂,hawthorn,危害,Damage
421,斑须蝽,Dolycoris baccarum,草莓,strawberry,危害,Damage
422,斑须蝽,Dolycoris baccarum,枸杞,Wolfberry,危害,Damage
423,斑须蝽,Dolycoris baccarum,禾谷类,Cereals,危害,Damage
424,斑须蝽,Dolycoris baccarum,蔬菜,vegetable,危害,Damage
425,斑须蝽,Dolycoris baccarum,林木,forest,危害,Damage
426,四纹丽金龟,Popillia quadriguttata,葡萄,Grape,危害,Damage
427,四纹丽金龟,Popillia quadriguttata,苹果,apple,危害,Damage
428,四纹丽金龟,Popillia quadriguttata,山楂,hawthorn,危害,Damage
429,四纹丽金龟,Popillia quadriguttata,樱桃,cherry,危害,Damage
430,小黄卷叶蛾,Adoxophyes orana,油茶,Camellia oleifera,危害,Damage
431,小黄卷叶蛾,Adoxophyes orana,柑桔,Citrus,危害,Damage
432,顶芽卷蛾,Spilonota lechriaspis,山楂,hawthorn,危害,Damage
433,顶芽卷蛾,Spilonota lechriaspis,海棠,Begonia,危害,Damage
434,桃斑蛾,Illiberis nigra,樱桃,cherry,危害,Damage
435,桃斑蛾,Illiberis nigra,山楂,hawthorn,危害,Damage
436,山楂叶螨,Tetranychus viennensis,苹果,apple,危害,Damage
437,山楂叶螨,Tetranychus viennensis,樱桃,cherry,危害,Damage
438,山楂叶螨,Tetranychus viennensis,山楂,hawthorn,危害,Damage
439,山楂叶螨,Tetranychus viennensis,核桃,Walnut,危害,Damage
440,李枯叶蛾,Amurilla subpurpurea,苹果,apple,危害,Damage
441,李枯叶蛾,Amurilla subpurpurea,沙果,Crab apple,危害,Damage
442,李枯叶蛾,Amurilla subpurpurea,樱桃,cherry,危害,Damage
443,李枯叶蛾,Amurilla subpurpurea,核桃,Walnut,危害,Damage
444,天幕毛虫,Malacosoma neustria,苹果,apple,危害,Damage
445,天幕毛虫,Malacosoma neustria,樱桃,cherry,危害,Damage
446,光肩星天牛,Anoplophora glabripennis,苹果,apple,危害,Damage
447,光肩星天牛,Anoplophora glabripennis,山楂,hawthorn,危害,Damage
448,光肩星天牛,Anoplophora glabripennis,樱桃,cherry,危害,Damage
449,粒肩天牛,Apriona germari,苹果,apple,危害,Damage
450,粒肩天牛,Apriona germari,梹沙果,Psoralea corylifolia,危害,Damage
451,粒肩天牛,Apriona germari,海棠,Begonia,危害,Damage
452,粒肩天牛,Apriona germari,山楂,hawthorn,危害,Damage
453,粒肩天牛,Apriona germari,樱桃,cherry,危害,Damage
454,粒肩天牛,Apriona germari,柑橘,Tangerine,危害,Damage
455,粒肩天牛,Apriona germari,无花果,Fig,危害,Damage
456,粒肩天牛,Apriona germari,枇杷,Loquat,危害,Damage
457,桃蚜,Myzus persicae,为害,Harm,危害,Damage
458,桃粉大尾蚜,Hyalopterus amygdali,樱桃,cherry,危害,Damage
459,桃粉大尾蚜,Hyalopterus amygdali,山楂,hawthorn,危害,Damage
460,桃粉大尾蚜,Hyalopterus amygdali,禾本,Gramineae,危害,Damage
461,朝鲜球坚蚧,Didesmococcus koreanus,海棠,Begonia,危害,Damage
462,朝鲜球坚蚧,Didesmococcus koreanus,苹果,apple,危害,Damage
463,桑白蚧,Pseudaulacaspis pentagona,樱桃,cherry,危害,Damage
464,桑白蚧,Pseudaulacaspis pentagona,苹果,apple,危害,Damage
465,桑白蚧,Pseudaulacaspis pentagona,葡萄,Grape,危害,Damage
466,桑白蚧,Pseudaulacaspis pentagona,核桃,Walnut,危害,Damage
467,桑白蚧,Pseudaulacaspis pentagona,枇杷,Loquat,危害,Damage
468,桑白蚧,Pseudaulacaspis pentagona,醋栗,gooseberry,危害,Damage
469,桑白蚧,Pseudaulacaspis pentagona,柑橘,Tangerine,危害,Damage
470,樱桃灰霉病,Botrytis cinerea,水果,fruit,危害,Damage
471,樱桃灰霉病,Botrytis cinerea,蔬菜,vegetable,危害,Damage
472,樱桃灰霉病,Botrytis cinerea,花卉,flowers,危害,Damage
473,樱桃小果病,Cherry Little Cherry Disease,甜樱桃,Sweet Cherry,危害,Damage
474,苹掌舟蛾,Phalera flavescens,苹果,apple,危害,Damage
475,苹掌舟蛾,Phalera flavescens,山楂,hawthorn,危害,Damage
476,苹掌舟蛾,Phalera flavescens,樱桃,cherry,危害,Damage
477,苹掌舟蛾,Phalera flavescens,枇杷,Loquat,危害,Damage
478,苹蚁舟蛾,Stauropus fagi,苹果,apple,危害,Damage
479,苹蚁舟蛾,Stauropus fagi,樱桃,cherry,危害,Damage
480,桃潜叶蛾,Lyonetia clerkella,樱桃,cherry,危害,Damage
481,桃潜叶蛾,Lyonetia clerkella,苹果,apple,危害,Damage
482,桃潜叶蛾,Lyonetia clerkella,山楂,hawthorn,危害,Damage
483,桃潜叶蛾,Lyonetia clerkella,稠李,Prunus aviculare,危害,Damage
484,桃红颈天牛,Aromia bungii,桃树,peach,危害,Damage
485,蚱蝉,Cryptotympana atrata,苹果,apple,危害,Damage
486,蚱蝉,Cryptotympana atrata,山楂,hawthorn,危害,Damage
487,蚱蝉,Cryptotympana atrata,樱桃,cherry,危害,Damage
488,蚱蝉,Cryptotympana atrata,柑橘,Tangerine,危害,Damage
489,蚱蝉,Cryptotympana atrata,枇杷,Loquat,危害,Damage
490,蚱蝉,Cryptotympana atrata,荔枝,litchi,危害,Damage
491,蚱蝉,Cryptotympana atrata,葡萄,Grape,危害,Damage
492,黑星麦蛾,Telphusa chloroderces,苹果,apple,危害,Damage
493,黑星麦蛾,Telphusa chloroderces,樱桃,cherry,危害,Damage
494,杏白带麦蛾,Triaxomera fulvimitrella,樱桃,cherry,危害,Damage
495,杏白带麦蛾,Triaxomera fulvimitrella,苹果,apple,危害,Damage
496,杏白带麦蛾,Triaxomera fulvimitrella,沙果,Crab apple,危害,Damage
497,梅木蛾,Odites issikii,苹果,apple,危害,Damage
498,梅木蛾,Odites issikii,樱桃,cherry,危害,Damage
499,梅木蛾,Odites issikii,葡萄,Grape,危害,Damage
500,樱桃粘叶蜂,Caliroa cerasi,樱桃,cherry,危害,Damage
501,樱桃卷叶蚜,Myzus ,樱桃,cherry,危害,Damage
502,樱桃瘿瘤头蚜,Myzus cerasi,樱桃,cherry,危害,Damage
503,小绿叶蝉,Empoasca flavescens,茄子,eggplant,危害,Damage
504,小绿叶蝉,Empoasca flavescens,十字花科,Cruciferae,危害,Damage
505,小绿叶蝉,Empoasca flavescens,蔬菜,vegetable,危害,Damage
506,小绿叶蝉,Empoasca flavescens,马铃薯,potato,危害,Damage
507,小绿叶蝉,Empoasca flavescens,水稻,Rice,危害,Damage
508,小绿叶蝉,Empoasca flavescens,樱桃,cherry,危害,Damage
509,小绿叶蝉,Empoasca flavescens,葡萄,Grape,危害,Damage
510,茶翅蝽,Halyomorpha halys,苹果,apple,危害,Damage
511,茶翅蝽,Halyomorpha halys,海棠,Begonia,危害,Damage
512,茶翅蝽,Halyomorpha halys,山楂,hawthorn,危害,Damage
513,茶翅蝽,Halyomorpha halys,樱桃,cherry,危害,Damage
514,茶翅蝽,Halyomorpha halys,榅桲,Quince,危害,Damage
515,茶翅蝽,Halyomorpha halys,柑橘,Tangerine,危害,Damage
516,茶翅蝽,Halyomorpha halys,石榴,Pomegranate,危害,Damage
517,梨网蝽,Stephanitis nashi,苹果,apple,危害,Damage
518,梨网蝽,Stephanitis nashi,海棠,Begonia,危害,Damage
519,梨网蝽,Stephanitis nashi,花红,Bonus,危害,Damage
520,梨网蝽,Stephanitis nashi,沙果,Crab apple,危害,Damage
521,梨网蝽,Stephanitis nashi,樱桃,cherry,危害,Damage
522,梨网蝽,Stephanitis nashi,山楂,hawthorn,危害,Damage
523,梨网蝽,Stephanitis nashi,梨树,Pear Tree,危害,Damage
524,葡萄拟茎点霉腐烂病,Phomopsis viticola,葡萄,Grape,危害,Damage
525,葡萄白腐病,Coniothyrium diplodiella,葡萄,Grape,危害,Damage
526,葡萄穗轴褐枯病,Alternaria viticola,葡萄,Grape,危害,Damage
527,葡萄炭疽病,Colletotrichum gloeosporioides,葡萄,Grape,危害,Damage
528,葡萄大房枯病,Leptosphaeria sp.（,葡萄,Grape,危害,Damage
529,葡萄黑痘病,Elsinoë ampelina,葡萄,Grape,危害,Damage
530,葡萄盘多毛孢蔓枯病,Pestalotia sp.,葡萄,Grape,危害,Damage
531,葡萄皮尔斯病,Xylella fastidiosa,葡萄种,Grape variety,危害,Damage
532,葡萄皮尔斯病,Xylella fastidiosa,熏衣草,Lavender,危害,Damage
533,葡萄皮尔斯病,Xylella fastidiosa,百合,lily,危害,Damage
534,葡萄皮尔斯病,Xylella fastidiosa,巴丹杏,Badan Apricot,危害,Damage
535,葡萄皮尔斯病,Xylella fastidiosa,昆土兰栗,Kuntulan chestnut,危害,Damage
536,葡萄皮尔斯病,Xylella fastidiosa,苜蓿,Alfalfa,危害,Damage
537,葡萄扇叶病,Grapevine fanleaf virus,葡萄,Grape,危害,Damage
538,葡萄栓皮病,Grape corky bark virus,葡萄,Grape,危害,Damage
539,葡萄茎痘病,Grape stem pitting,葡萄,Grape,危害,Damage
540,葡萄黄金病,Xylella fastidiosa,葡萄,Grape,危害,Damage
541,葡萄花叶病,Arabis mosaic virus ,葡萄,Grape,危害,Damage
542,葡萄转色病,Grape Berry Discoloration,葡萄,Grape,危害,Damage
543,葡萄日灼病,Sunburn in Grapes,葡萄,Grape,危害,Damage
544,葡萄黄叶病,Grapevine Yellows,葡萄,Grape,危害,Damage
545,葡萄缺铁病,Iron deficiency in grapevines,葡萄,Grape,危害,Damage
546,葡萄缺钾病,Grapevine Potassium Deficiency,葡萄,Grape,危害,Damage
547,葡萄缺锌病,Grapevine Zinc Deficiency,葡萄,Grape,危害,Damage
548,葡萄长须卷蛾,Sparganothis pilleriana,葡萄,Grape,危害,Damage
549,葡萄长须卷蛾,Sparganothis pilleriana,棠梨,Pear,危害,Damage
550,葡萄长须卷蛾,Sparganothis pilleriana,油桐,Tung oil tree,危害,Damage
551,葡萄长须卷蛾,Sparganothis pilleriana,大豆,Soybean,危害,Damage
552,雀纹天蛾,Theretra japonica,葡萄,Grape,危害,Damage
553,雀纹天蛾,Theretra japonica,常春藤,ivy,危害,Damage
554,葡萄斑蛾,Illiberis tenuis,葡萄,Grape,危害,Damage
555,旋目夜蛾,Speiredonia retorta,合欢,Albizzia,危害,Damage
556,旋目夜蛾,Speiredonia retorta,泡桐,Paulownia,危害,Damage
557,旋目夜蛾,Speiredonia retorta,苹果,apple,危害,Damage
558,旋目夜蛾,Speiredonia retorta,葡萄,Grape,危害,Damage
559,旋目夜蛾,Speiredonia retorta,柑橘,Tangerine,危害,Damage
560,旋目夜蛾,Speiredonia retorta,枇杷,Loquat,危害,Damage
561,葡萄虎蛾,Seudyra subflava,葡萄,Grape,危害,Damage
562,台湾黄毒蛾,Porthesia taiwana,葡萄,Grape,危害,Damage
563,台湾黄毒蛾,Porthesia taiwana,柑橘,Tangerine,危害,Damage
564,台湾黄毒蛾,Porthesia taiwana,咖啡,coffee,危害,Damage
565,台湾黄毒蛾,Porthesia taiwana,芦笋,asparagus,危害,Damage
566,葡萄十星叶甲,Oides decempunctata,葡萄,Grape,危害,Damage
567,葡萄十星叶甲,Oides decempunctata,爬山虎,Ivy,危害,Damage
568,葡萄十星叶甲,Oides decempunctata,黄荆树,Vitex nigra,危害,Damage
569,葡萄瘿蚊,Cecidomyia sp.,葡萄,Grape,危害,Damage
570,葡萄根瘤蚜,Viteus vitifolii,葡萄,Grape,危害,Damage
571,桃一点斑叶蝉,Erythroneura sudra,葡萄,Grape,危害,Damage
572,桃一点斑叶蝉,Erythroneura sudra,桂花,Osmanthus fragrans,危害,Damage
573,桃一点斑叶蝉,Erythroneura sudra,樱花,Cherry blossoms,危害,Damage
574,桃一点斑叶蝉,Erythroneura sudra,海桐,Pittosporum,危害,Damage
575,烟蓟马,Thrips tabaci,葡萄,Grape,危害,Damage
576,烟蓟马,Thrips tabaci,苹果,apple,危害,Damage
577,烟蓟马,Thrips tabaci,柑橘,Tangerine,危害,Damage
578,烟蓟马,Thrips tabaci,草莓,strawberry,危害,Damage
579,烟蓟马,Thrips tabaci,菠萝,Pineapple,危害,Damage
580,烟蓟马,Thrips tabaci,烟草,tobacco,危害,Damage
581,葡萄虎天牛,Xylotrechus pyrrhoderus,葡萄,Grape,危害,Damage
582,葡萄透翅蛾,Paranthrene regalis,葡萄,Grape,危害,Damage
583,斑喙丽金龟,Adoretus tenuimaculatus,葡萄,Grape,危害,Damage
584,斑喙丽金龟,Adoretus tenuimaculatus,山楂,hawthorn,危害,Damage
585,斑喙丽金龟,Adoretus tenuimaculatus,苹果,apple,危害,Damage
586,斑喙丽金龟,Adoretus tenuimaculatus,板栗,Chestnut,危害,Damage
587,斑喙丽金龟,Adoretus tenuimaculatus,菜豆,kidney bean,危害,Damage
588,斑喙丽金龟,Adoretus tenuimaculatus,大豆,Soybean,危害,Damage
589,斑喙丽金龟,Adoretus tenuimaculatus,玉米,corn,危害,Damage
590,猕猴桃褐色麻斑病,Alternaria ,猕猴桃,kiwi,危害,Damage
591,猕猴桃溃疡病,Pseudomonas syringae pv. actinidiae,猕猴桃,kiwi,危害,Damage
592,栗炭疽病,Colletotrichum gloeosporioides,板栗,Chestnut,危害,Damage
593,栗大蚜,Lachnus tropicalis,板栗,Chestnut,危害,Damage
594,栗大蚜,Lachnus tropicalis,白栎,White Oak,危害,Damage
595,栗大蚜,Lachnus tropicalis,麻栎,Quercus acutissima,危害,Damage
596,栗小爪螨,Oligonychus ununguis,形纲,Shape,危害,Damage
597,栗小爪螨,Oligonychus ununguis,山楂,hawthorn,危害,Damage
598,栗实象虫,Curculio davidi,板栗,Chestnut,危害,Damage
599,栗实象虫,Curculio davidi,茅栗,Castanea chinensis,危害,Damage
600,栗实象虫,Curculio davidi,栎类,Oak,危害,Damage
601,栗实象虫,Curculio davidi,榛子,hazelnut,危害,Damage
602,栗瘿蜂,Dryocosmus kuriphilus,栗树,chestnut,危害,Damage
603,银杏大蚕蛾,Dictyoploca japonica,苹果,apple,危害,Damage
604,银杏大蚕蛾,Dictyoploca japonica,樱桃,cherry,危害,Damage
605,银杏大蚕蛾,Dictyoploca japonica,核桃,Walnut,危害,Damage
606,银杏大蚕蛾,Dictyoploca japonica,银杏,ginkgo,危害,Damage
607,核桃灰斑病,Cercospora ,核桃,Walnut,危害,Damage
608,核桃白粉病,Podosphaera ,核桃,Walnut,危害,Damage
609,核桃举肢蛾,Atrijuglans hetaohei,核桃,Walnut,危害,Damage
610,云斑天牛,Batocera horsfieldi,核桃,Walnut,危害,Damage
611,云斑天牛,Batocera horsfieldi,苹果,apple,危害,Damage
612,云斑天牛,Batocera horsfieldi,核桃树,Walnut Tree,危害,Damage
613,核桃叶甲,Gastrolina depressa,核桃,Walnut,危害,Damage
614,核桃叶甲,Gastrolina depressa,泡核桃,Soaked Walnuts,危害,Damage
615,核桃叶甲,Gastrolina depressa,枫杨,Maple Poplar,危害,Damage
616,褐边绿刺蛾,Parasa consocia,茶树,tea tree,危害,Damage
617,褐边绿刺蛾,Parasa consocia,板栗,Chestnut,危害,Damage
618,黄刺蛾,Cnidocampa flavescens,李,plum,危害,Damage
619,黄刺蛾,Cnidocampa flavescens,桃,Peach,危害,Damage
620,黄刺蛾,Cnidocampa flavescens,楂,Chinese quince,危害,Damage
621,美国白蛾,Hyphantria cunea,苹果,apple,危害,Damage
622,美国白蛾,Hyphantria cunea,海棠,Begonia,危害,Damage
623,美国白蛾,Hyphantria cunea,山楂,hawthorn,危害,Damage
624,美国白蛾,Hyphantria cunea,樱桃,cherry,危害,Damage
625,美国白蛾,Hyphantria cunea,葡萄,Grape,危害,Damage
626,木橑尺蠖,Culcula panterinaria,为害,Harm,危害,Damage
627,木橑尺蠖,Culcula panterinaria,橑和核桃,Walnuts,危害,Damage
628,枣锈病,Phakopsora ziziphi - vulgaris,枣树,jujube,危害,Damage
629,枣焦叶病,Jujube leaf blight,枣树,jujube,危害,Damage
630,枣炭疽病,Colletotrichum gloeosporioides,枣树,jujube,危害,Damage
631,枣树根朽病,Armillaria ,枣树,jujube,危害,Damage
632,枣树腐烂病,Botryosphaeria ,枣树,jujube,危害,Damage
633,枣缩果病,Jujube fruit Erwinia rot,枣果,Date fruit,危害,Damage
634,枣树根癌病,Agrobacterium tumefaciens,枣树,jujube,危害,Damage
635,枣疯病,Jujube Witches' Broom,枣树,jujube,危害,Damage
636,枣瘿蚊,Contarinia sp.,害枣,Jujube,危害,Damage
637,枣飞象,Scythropus yasumatsui,苹果,apple,危害,Damage
638,枣飞象,Scythropus yasumatsui,核桃,Walnut,危害,Damage
639,枣飞象,Scythropus yasumatsui,泡桐,Paulownia,危害,Damage
640,枣飞象,Scythropus yasumatsui,大豆,Soybean,危害,Damage
641,红缘天牛,Asias halodendri,苹果,apple,危害,Damage
642,梨二叉蚜,Schizaphis piricola,狗尾草,Setaria,危害,Damage
643,梨笠圆盾蚧,Quadraspidiotus perniciosus,苹果,apple,危害,Damage
644,梨笠圆盾蚧,Quadraspidiotus perniciosus,海棠,Begonia,危害,Damage
645,梨笠圆盾蚧,Quadraspidiotus perniciosus,山楂,hawthorn,危害,Damage
646,梨笠圆盾蚧,Quadraspidiotus perniciosus,葡萄,Grape,危害,Damage
647,梨笠圆盾蚧,Quadraspidiotus perniciosus,核桃,Walnut,危害,Damage
648,梨笠圆盾蚧,Quadraspidiotus perniciosus,柑橘,Tangerine,危害,Damage
649,梨笠圆盾蚧,Quadraspidiotus perniciosus,柠檬,lemon,危害,Damage
650,梨笠圆盾蚧,Quadraspidiotus perniciosus,醋栗,gooseberry,危害,Damage
651,梨笠圆盾蚧,Quadraspidiotus perniciosus,樱桃,cherry,危害,Damage
652,梨笠圆盾蚧,Quadraspidiotus perniciosus,草莓,strawberry,危害,Damage
653,日本龟蜡蚧,Ceroplastes japonicus,柑,Mandarin orange,危害,Damage
654,日本龟蜡蚧,Ceroplastes japonicus,果,fruit,危害,Damage
655,日本龟蜡蚧,Ceroplastes japonicus,梨,pear,危害,Damage
656,梨蝽,Urochela luteovaria,苹果,apple,危害,Damage
657,梨蝽,Urochela luteovaria,山楂,hawthorn,危害,Damage
658,梨蝽,Urochela luteovaria,沙果,Crab apple,危害,Damage
659,梨蝽,Urochela luteovaria,樱桃,cherry,危害,Damage
660,梨蝽,Urochela luteovaria,海棠,Begonia,危害,Damage
661,梨蝽,Urochela luteovaria,梨树,Pear Tree,危害,Damage
662,梨蝽,Urochela luteovaria,梨果,Pear,危害,Damage
663,梨缩叶壁虱,Eriophyes pyri,杜梨,Pyrus betula,危害,Damage
664,梨缩叶壁虱,Eriophyes pyri,巴梨,Barry,危害,Damage
665,梨潜皮细蛾,Acrocercops astaurota,苹果,apple,危害,Damage
666,梨叶肿瘿螨,Eriophyes piri,苹果,apple,危害,Damage
667,梨茎蜂,Janus piri,梨树,Pear Tree,危害,Damage
668,梨茎蜂,Janus piri,苹果,apple,危害,Damage
