number,Chinese entity name,entity binomial scientific name,Chinese part,English part,Chinese relation,English relation
1207,大麦条纹病,Drechslera graminea,苗期,Seedling stage,危害部位,InflictHarmPart
1208,大麦条纹病,Drechslera graminea,成株,Adult plant,危害部位,InflictHarmPart
1209,黄麻苗枯病,Jute seedling blight,幼苗,seedling,危害部位,InflictHarmPart
1210,黄麻黑点炭疽病,Colletotrichum gloeosporioides,幼苗,seedling,危害部位,InflictHarmPart
1211,黄麻黑点炭疽病,Colletotrichum gloeosporioides,叶片,blade,危害部位,InflictHarmPart
1212,黄麻黑点炭疽病,Colletotrichum gloeosporioides,茎杆,Stem,危害部位,InflictHarmPart
1213,黄麻叶枯病,Jute leaf blight,叶片,blade,危害部位,InflictHarmPart
1214,黄麻叶枯病,Jute leaf blight,茎杆,Stem,危害部位,InflictHarmPart
1215,黄麻茎斑病,Jute stem spot,子叶,Cotyledon,危害部位,InflictHarmPart
1216,黄麻茎斑病,Jute stem spot,真叶,True leaves,危害部位,InflictHarmPart
1217,黄麻茎斑病,Jute stem spot,茎杆,Stem,危害部位,InflictHarmPart
1218,玉米疯顶病,Maize crazy top,苗,Seedling,危害部位,InflictHarmPart
1219,玉米茎腐病,Fusarium graminearum,根,root,危害部位,InflictHarmPart
1220,玉米茎腐病,Fusarium graminearum,叶片,blade,危害部位,InflictHarmPart
1221,玉米圆斑病,Bipolaris zeicola,叶片,blade,危害部位,InflictHarmPart
1222,玉米圆斑病,Bipolaris zeicola,穗部,Hobe,危害部位,InflictHarmPart
1223,玉米圆斑病,Bipolaris zeicola,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1224,玉米干腐病,Diplodia maydis,穗部,Hobe,危害部位,InflictHarmPart
1225,玉米干腐病,Diplodia maydis,茎秆,Stem,危害部位,InflictHarmPart
1226,玉米干腐病,Diplodia maydis,叶片,blade,危害部位,InflictHarmPart
1227,玉米丝黑穗病,Sphacelotheca reiliana,叶片,blade,危害部位,InflictHarmPart
1228,玉米丝黑穗病,Sphacelotheca reiliana,雄穗,Tassel,危害部位,InflictHarmPart
1229,玉米丝黑穗病,Sphacelotheca reiliana,雌穗,Female ear,危害部位,InflictHarmPart
1230,黄麻炭疽病,Colletotrichum gloeosporioides,幼苗,seedling,危害部位,InflictHarmPart
1231,黄麻炭疽病,Colletotrichum gloeosporioides,叶片,blade,危害部位,InflictHarmPart
1232,黄麻炭疽病,Colletotrichum gloeosporioides,茎杆,Stem,危害部位,InflictHarmPart
1233,黄麻枯腐病,Jute dry rot,苗期,Seedling stage,危害部位,InflictHarmPart
1234,黄麻枯腐病,Jute dry rot,叶片,blade,危害部位,InflictHarmPart
1235,黄麻枯腐病,Jute dry rot,茎部,Stem,危害部位,InflictHarmPart
1236,黄麻枯腐病,Jute dry rot,根部,Root,危害部位,InflictHarmPart
1237,向日葵褐斑病,Sunflower brown spot,子叶,Cotyledon,危害部位,InflictHarmPart
1238,向日葵褐斑病,Sunflower brown spot,叶片,blade,危害部位,InflictHarmPart
1239,向日葵褐斑病,Sunflower brown spot,叶柄,Petiole,危害部位,InflictHarmPart
1240,向日葵白粉病,Sunflower powdery mildew,叶片,blade,危害部位,InflictHarmPart
1241,向日葵白粉病,Sunflower powdery mildew,茎杆,Stem,危害部位,InflictHarmPart
1242,向日葵霜霉病,Plasmopara halstedii,叶片,blade,危害部位,InflictHarmPart
1243,向日葵细菌性茎腐病,Erwinia carotovora subsp. carotovora,茎杆,Stem,危害部位,InflictHarmPart
1244,向日葵细菌性茎腐病,Erwinia carotovora subsp. carotovora,花盘,faceplate,危害部位,InflictHarmPart
1245,葱炭疽病,Colletotrichum circinans,叶片,blade,危害部位,InflictHarmPart
1246,葱炭疽病,Colletotrichum circinans,鳞茎,Bulb,危害部位,InflictHarmPart
1247,葱黄矮病,Onion yellow dwarf,大葱,Green onion,危害部位,InflictHarmPart
1248,葱黄矮病,Onion yellow dwarf,洋,foreign,危害部位,InflictHarmPart
1249,大白菜霜霉病,Peronospora parasitica,幼苗,seedling,危害部位,InflictHarmPart
1250,大白菜霜霉病,Peronospora parasitica,成株,Adult plant,危害部位,InflictHarmPart
1251,大白菜霜霉病,Peronospora parasitica,种荚,Seed Pods,危害部位,InflictHarmPart
1252,大白菜黑斑病,Alternaria brassicae,叶片,blade,危害部位,InflictHarmPart
1253,大白菜黑斑病,Alternaria brassicae,叶柄,Petiole,危害部位,InflictHarmPart
1254,青花菜黑胫病,Leptosphaeria maculans,苗期,Seedling stage,危害部位,InflictHarmPart
1255,青花菜黑胫病,Leptosphaeria maculans,成株,Adult plant,危害部位,InflictHarmPart
1256,玉米条纹矮缩病,Maize stripe dwarf,整株,Whole plant,危害部位,InflictHarmPart
1257,玉米条纹矮缩病,Maize stripe dwarf,叶片,blade,危害部位,InflictHarmPart
1258,大白菜黑胫病,Chinese cabbage blackleg,幼苗,seedling,危害部位,InflictHarmPart
1259,大白菜黑胫病,Chinese cabbage blackleg,成株,Adult plant,危害部位,InflictHarmPart
1260,青花菜霜霉病,Peronospora parasitica,幼苗,seedling,危害部位,InflictHarmPart
1261,青花菜霜霉病,Peronospora parasitica,叶片,blade,危害部位,InflictHarmPart
1262,青花菜霜霉病,Peronospora parasitica,花球,Flower Balls,危害部位,InflictHarmPart
1263,青花菜灰霉病,Botrytis cinerea,苗期,Seedling stage,危害部位,InflictHarmPart
1264,青花菜灰霉病,Botrytis cinerea,成株,Adult plant,危害部位,InflictHarmPart
1265,稻瘟病,Magnaporthe oryzae,苗瘟,Miao plague,危害部位,InflictHarmPart
1266,稻瘟病,Magnaporthe oryzae,叶瘟,Leaf blight,危害部位,InflictHarmPart
1267,稻瘟病,Magnaporthe oryzae,谷粒瘟,Grain blight,危害部位,InflictHarmPart
1268,水稻恶苗病,Fusarium fujikuroi,苗期,Seedling stage,危害部位,InflictHarmPart
1269,水稻菌核秆腐病,Rice sclerotium stem rot,茎秆,Stem,危害部位,InflictHarmPart
1270,水稻菌核秆腐病,Rice sclerotium stem rot,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1271,水稻纹枯病,Rhizoctonia solani,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1272,水稻纹枯病,Rhizoctonia solani,叶片,blade,危害部位,InflictHarmPart
1273,水稻胡麻斑病,Bipolaris oryzae,幼芽,bud,危害部位,InflictHarmPart
1274,水稻胡麻斑病,Bipolaris oryzae,叶片,blade,危害部位,InflictHarmPart
1275,水稻胡麻斑病,Bipolaris oryzae,穗部,Hobe,危害部位,InflictHarmPart
1276,水稻东格鲁病毒病,Rice tungro virus（RTV）,叶片,blade,危害部位,InflictHarmPart
1277,水稻倒伏,Rice lodging,叶片,blade,危害部位,InflictHarmPart
1278,水稻霜霉病,Sclerospora graminicola,幼苗,seedling,危害部位,InflictHarmPart
1279,水稻窄条斑病,Cercospora janseana,叶片,blade,危害部位,InflictHarmPart
1280,水稻窄条斑病,Cercospora janseana,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1281,水稻窄条斑病,Cercospora janseana,茎秆,Stem,危害部位,InflictHarmPart
1282,水稻窄条斑病,Cercospora janseana,穗部,Hobe,危害部位,InflictHarmPart
1283,水稻窄条斑病,Cercospora janseana,谷粒,Grains,危害部位,InflictHarmPart
1284,水稻叶尖枯病,Rice leaf tip blight,叶片,blade,危害部位,InflictHarmPart
1285,水稻叶尖枯病,Rice leaf tip blight,谷粒,Grains,危害部位,InflictHarmPart
1286,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,叶枯,Leaf blight,危害部位,InflictHarmPart
1287,水稻细菌性褐斑病,Rice bacterial brown spot,叶片,blade,危害部位,InflictHarmPart
1288,水稻细菌性褐斑病,Rice bacterial brown spot,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1289,水稻细菌性褐斑病,Rice bacterial brown spot,穗部,Hobe,危害部位,InflictHarmPart
1290,水稻黑条矮缩病,Rice black - streaked dwarf virus（RBSDV）,根部,Root,危害部位,InflictHarmPart
1291,水稻黑条矮缩病,Rice black - streaked dwarf virus（RBSDV）,叶,leaf,危害部位,InflictHarmPart
1292,水稻黑条矮缩病,Rice black - streaked dwarf virus（RBSDV）,穗,ear,危害部位,InflictHarmPart
1293,水稻根结线虫病,Meloidogyne graminicola,根部,Root,危害部位,InflictHarmPart
1294,小麦秆枯病,Wheat straw blight,苗期,Seedling stage,危害部位,InflictHarmPart
1295,小麦全蚀病,Gaeumannomyces graminis var. tritici,苗期,Seedling stage,危害部位,InflictHarmPart
1296,小麦条锈病,Puccinia striiformis f. sp. tritici,苗期,Seedling stage,危害部位,InflictHarmPart
1297,小麦霜霉病,Wheat downy mildew,苗期,Seedling stage,危害部位,InflictHarmPart
1298,小麦霜霉病,Wheat downy mildew,穗期,Heading stage,危害部位,InflictHarmPart
1299,小麦雪霉叶枯病,Microdochium nivale,芽腐,Bud rot,危害部位,InflictHarmPart
1300,小麦雪霉叶枯病,Microdochium nivale,基腐,Basal rot,危害部位,InflictHarmPart
1301,小麦雪霉叶枯病,Microdochium nivale,叶枯,Leaf blight,危害部位,InflictHarmPart
1302,小麦雪霉叶枯病,Microdochium nivale,穗腐,Ear rot,危害部位,InflictHarmPart
1303,小麦白秆病,Wheat white stem,叶片,blade,危害部位,InflictHarmPart
1304,小麦白秆病,Wheat white stem,茎,stem,危害部位,InflictHarmPart
1305,小麦白秆病,Wheat white stem,穗部,Hobe,危害部位,InflictHarmPart
1306,小麦根腐病,Bipolaris sorokiniana,幼苗,seedling,危害部位,InflictHarmPart
1307,小麦根腐病,Bipolaris sorokiniana,根部,Root,危害部位,InflictHarmPart
1308,小麦根腐病,Bipolaris sorokiniana,叶片,blade,危害部位,InflictHarmPart
1309,小麦根腐病,Bipolaris sorokiniana,茎节,Stem node,危害部位,InflictHarmPart
1310,小麦根腐病,Bipolaris sorokiniana,穗部,Hobe,危害部位,InflictHarmPart
1311,小麦赤霉病,Fusarium graminearum,苗腐,Seedling rot,危害部位,InflictHarmPart
1312,小麦赤霉病,Fusarium graminearum,茎基腐,Stem base rot,危害部位,InflictHarmPart
1313,小麦赤霉病,Fusarium graminearum,秆腐,Stalk rot,危害部位,InflictHarmPart
1314,小麦赤霉病,Fusarium graminearum,穗腐,Ear rot,危害部位,InflictHarmPart
1315,小麦颖枯病,Septoria nodorum,穗部,Hobe,危害部位,InflictHarmPart
1316,小麦颖枯病,Septoria nodorum,茎节,Stem node,危害部位,InflictHarmPart
1317,小麦颖枯病,Septoria nodorum,叶片,blade,危害部位,InflictHarmPart
1318,小麦黑颖病,Xanthomonas translucens,穗部,Hobe,危害部位,InflictHarmPart
1319,小麦黑颖病,Xanthomonas translucens,叶片,blade,危害部位,InflictHarmPart
1320,小麦黑颖病,Xanthomonas translucens,茎秆,Stem,危害部位,InflictHarmPart
1321,小麦黑颖病,Xanthomonas translucens,穗轴,Cob,危害部位,InflictHarmPart
