number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
266,柑橘炭疽病,Colletotrichum,同心轮纹状的黑色小粒点,Concentric ring-shaped black dots,存在症状,ManifestAs
267,柑橘炭疽病,Colletotrichum,淡青色或暗褐色小斑,Light blue or dark brown spots,存在症状,ManifestAs
268,柑橘炭疽病,Colletotrichum,水渍状,Water stain,存在症状,ManifestAs
269,柑橘炭疽病,Colletotrichum,急性型波纹状大斑块,Acute wavy plaques,存在症状,ManifestAs
270,柑橘炭疽病,Colletotrichum,朱红色带粘性的小液点,Vermilion sticky small liquid spots,存在症状,ManifestAs
271,柑橘炭疽病,Colletotrichum,椭圆形淡褐色,Oval light brown,存在症状,ManifestAs
272,柑橘炭疽病,Colletotrichum,病梢枯死,Diseased shoots die back,存在症状,ManifestAs
273,柑橘炭疽病,Colletotrichum,暗绿色油渍状不规则病斑,Dark green oily irregular spots,存在症状,ManifestAs
274,柑橘炭疽病,Colletotrichum,病斑凹陷,Lesion depression,存在症状,ManifestAs
275,柑橘炭疽病,Colletotrichum,病斑近圆形,Nearly circular lesions,存在症状,ManifestAs
276,柑橘炭疽病,Colletotrichum,果实腐烂,Fruit rot,存在症状,ManifestAs
277,柑橘裂皮病,Exocortis,枝条纤细,Slender branches,存在症状,ManifestAs
278,柑橘裂皮病,Exocortis,树冠矮化,Crown dwarfing,存在症状,ManifestAs
279,柑橘裂皮病,Exocortis,树皮纵向开裂,Bark cracks longitudinally,存在症状,ManifestAs
280,柑橘裂皮病,Exocortis,叶片小,Small leaves,存在症状,ManifestAs
281,柑橘裂皮病,Exocortis,绿色叶肉黄化,Green leaf flesh yellowing,存在症状,ManifestAs
282,柑橘裂皮病,Exocortis,畸形花,Deformed flower,存在症状,ManifestAs
283,柑橘裂皮病,Exocortis,病树树势弱,Sick trees are weak,存在症状,ManifestAs
284,柑橘裂皮病,Exocortis,枝梢缩短,Shortening of branches,存在症状,ManifestAs
285,柑橘裂皮病,Exocortis,植株矮化,Plant dwarfing,存在症状,ManifestAs
286,柑橘疫霉病,Phytophthora citrophthora,暗绿色水渍状斑点,Dark green water stains,存在症状,ManifestAs
287,柑橘疫霉病,Phytophthora citrophthora,近圆形或不规则形大病斑,Nearly round or irregular large lesions,存在症状,ManifestAs
288,柑橘疫霉病,Phytophthora citrophthora,灰绿色至黑褐色,Gray green to dark brown,存在症状,ManifestAs
289,柑橘疫霉病,Phytophthora citrophthora,成全叶腐,Complete leaf rot,存在症状,ManifestAs
290,柑橘疫霉病,Phytophthora citrophthora,呈暗绿,Dark green,存在症状,ManifestAs
291,柑橘疫霉病,Phytophthora citrophthora,中部浅绿或灰褐,Light green or grayish brown in the middle,存在症状,ManifestAs
292,柑橘疫霉病,Phytophthora citrophthora,水渍状小斑点,Small water-stained spots,存在症状,ManifestAs
293,柑橘疫霉病,Phytophthora citrophthora,暗绿或褐色病斑,Dark green or brown spots,存在症状,ManifestAs
294,柑橘疫霉病,Phytophthora citrophthora,褐色而枯死,Brown and dead,存在症状,ManifestAs
295,柑橘疫霉病,Phytophthora citrophthora,白色霉层,White mold layer,存在症状,ManifestAs
296,柑橘疫霉病,Phytophthora citrophthora,呈褐色湿腐状,Brown wet rot,存在症状,ManifestAs
297,柑橘疫霉病,Phytophthora citrophthora,侧脉变黄,Yellowing of the lateral veins,存在症状,ManifestAs
298,柑橘疫霉病,Phytophthora citrophthora,果实早落,Early fruit drop,存在症状,ManifestAs
299,柑橘疫霉病,Phytophthora citrophthora,果皮厚且粗,Thick and rough skin,存在症状,ManifestAs
300,柑橘煤污病,Meliola butleri,暗褐色小霉点,Dark brown small mildew spots,存在症状,ManifestAs
301,柑橘煤污病,Meliola butleri,绒毛状黑色或暗褐色霉层,Fluffy black or dark brown mold layer,存在症状,ManifestAs
302,柑橘黄龙病,Huanglongbing,叶片黄,Yellow leaves,存在症状,ManifestAs
303,柑橘黄龙病,Huanglongbing,新梢叶片黄化,Yellowing of new shoot leaves,存在症状,ManifestAs
304,柑橘黄龙病,Huanglongbing,“黄梢”,"""Yellow Tip""",存在症状,ManifestAs
305,柑橘黄龙病,Huanglongbing,叶肉褪绿,Leaf chlorosis,存在症状,ManifestAs
306,柑橘黄龙病,Huanglongbing,叶脉逐渐黄化,Leaf veins gradually turn yellow,存在症状,ManifestAs
307,柑橘黄龙病,Huanglongbing,不规则黄绿斑块,Irregular yellow-green patches,存在症状,ManifestAs
308,柑橘黄龙病,Huanglongbing,叶片硬化失去光泽,Leaves become hard and lose their luster,存在症状,ManifestAs
309,柑橘黄龙病,Huanglongbing,似缺氮状,Nitrogen deficiency,存在症状,ManifestAs
310,柑橘黄龙病,Huanglongbing,叶脉呈绿色,Green veins,存在症状,ManifestAs
311,柑橘黄龙病,Huanglongbing,叶肉黄化,Yellowing of the leaf flesh,存在症状,ManifestAs
312,柑橘黄龙病,Huanglongbing,呈细网状,Fine mesh,存在症状,ManifestAs
313,柑橘黄龙病,Huanglongbing,不规则,irregular,存在症状,ManifestAs
314,柑橘黄龙病,Huanglongbing,边缘不明显的绿斑,Green spots with unclear edges,存在症状,ManifestAs
315,柑橘黄龙病,Huanglongbing,叶肉变厚,Thickening of the leaf flesh,存在症状,ManifestAs
316,柑橘黄龙病,Huanglongbing,叶表无光泽,Leaf surface dull,存在症状,ManifestAs
317,柑橘黄龙病,Huanglongbing,叶脉肿大,Swollen leaf veins,存在症状,ManifestAs
318,柑橘黄龙病,Huanglongbing,叶脉背面破裂,Broken veins on the back,存在症状,ManifestAs
319,柑橘黄龙病,Huanglongbing,树冠稀疏,Sparse tree crown,存在症状,ManifestAs
320,柑橘溃疡病,Xanthomonas axonopodis,黄色或暗黄缘色针头大小的油渍状斑,Yellow or dark yellow-edged needle-sized oily spots,存在症状,ManifestAs
321,柑橘溃疡病,Xanthomonas axonopodis,米黄色的病斑,Beige spots,存在症状,ManifestAs
322,柑橘溃疡病,Xanthomonas axonopodis,呈海绵状,Sponge-like,存在症状,ManifestAs
323,柑橘溃疡病,Xanthomonas axonopodis,表面粗糙,Rough surface,存在症状,ManifestAs
324,柑橘溃疡病,Xanthomonas axonopodis,灰白色或灰褐色,Grayish white or grayish brown,存在症状,ManifestAs
325,柑橘溃疡病,Xanthomonas axonopodis,火山口状开裂,Crater-like cracks,存在症状,ManifestAs
326,柑橘溃疡病,Xanthomonas axonopodis,微细轮纹,Fine wheel pattern,存在症状,ManifestAs
327,柑橘溃疡病,Xanthomonas axonopodis,黄色或黄缘色晕环,Yellow or yellow-rimmed halo,存在症状,ManifestAs
328,柑橘溃疡病,Xanthomonas axonopodis,枝梢干枯,Dry branches,存在症状,ManifestAs
329,柑橘溃疡病,Xanthomonas axonopodis,黄色半透明病斑油胞状突起,Yellow translucent lesions with oil cell-like protrusions,存在症状,ManifestAs
330,柑橘溃疡病,Xanthomonas axonopodis,顶端略皱缩,Slightly wrinkled at the top,存在症状,ManifestAs
331,柑橘溃疡病,Xanthomonas axonopodis,深褐色的釉光边缘,Dark brown glaze edge,存在症状,ManifestAs
332,柑橘赤衣病,Citrus red mite,白色蛛网状菌丝,White spider web mycelium,存在症状,ManifestAs
333,柑橘赤衣病,Citrus red mite,枝叶凋萎脱落,Withering and falling of branches and leaves,存在症状,ManifestAs
334,柑橘黑腐病,Citrus black rot,呈水渍状,Water-stained,存在症状,ManifestAs
335,柑橘黑腐病,Citrus black rot,呈不规则状,Irregular,存在症状,ManifestAs
336,柑橘黑腐病,Citrus black rot,四周紫褐色,Purple brown all around,存在症状,ManifestAs
337,柑橘黑腐病,Citrus black rot,中央色淡,Central pale,存在症状,ManifestAs
338,柑橘黑腐病,Citrus black rot,白色气生菌丝,White aerial hyphae,存在症状,ManifestAs
339,柑橘黑腐病,Citrus black rot,果瓣腐烂,Fruit petal rot,存在症状,ManifestAs
340,柑橘黑腐病,Citrus black rot,墨绿色绒状霉菌,Dark green velvety mold,存在症状,ManifestAs
341,柑橘黑腐病,Citrus black rot,果皮开裂,Peel cracking,存在症状,ManifestAs
342,柑橘黑腐病,Citrus black rot,枝条干枯,Dry branches,存在症状,ManifestAs
343,柑橘黑腐病,Citrus black rot,幼果变黑,Young fruit turns black,存在症状,ManifestAs
344,柑橘黑腐病,Citrus black rot,僵果早落,The fruit falls early,存在症状,ManifestAs
345,柑橘树脂病,Citrus gummosis,黄褐色或黑褐色小粒,Yellowish brown or dark brown small particles,存在症状,ManifestAs
346,柑橘树脂病,Citrus gummosis,凹凸不平,Uneven,存在症状,ManifestAs
347,柑橘树脂病,Citrus gummosis,初呈灰褐色水渍状,Initially gray-brown water stains,存在症状,ManifestAs
348,柑橘树脂病,Citrus gummosis,褐色胶液,Brown glue,存在症状,ManifestAs
349,柑橘树脂病,Citrus gummosis,木质部裸露,Xylem exposed,存在症状,ManifestAs
350,柑橘树脂病,Citrus gummosis,病部红褐色,Diseased part reddish brown,存在症状,ManifestAs
351,柑橘树脂病,Citrus gummosis,皮层干枯,Dry skin,存在症状,ManifestAs
352,柑橘树脂病,Citrus gummosis,略下陷,Slightly sunken,存在症状,ManifestAs
353,柑橘树脂病,Citrus gummosis,橙黄或黄褐色带,Orange or yellowish brown band,存在症状,ManifestAs
354,柑橘树脂病,Citrus gummosis,黑色硬质突起小点,Black hard raised dots,存在症状,ManifestAs
355,柑橘树脂病,Citrus gummosis,呈砂皮状,Sandy,存在症状,ManifestAs
356,柑橘树脂病,Citrus gummosis,小渍状圆形褐色病斑,Small round brown spots,存在症状,ManifestAs
357,柑橘树脂病,Citrus gummosis,边缘呈波纹状,The edge is corrugated,存在症状,ManifestAs
358,柑橘树脂病,Citrus gummosis,树势衰弱,Tree weakness,存在症状,ManifestAs
359,嘴壶夜蛾,Oraesia emarginata,果肉呈海绵状或腐烂,The flesh is spongy or rotten,存在症状,ManifestAs
360,嘴壶夜蛾,Oraesia emarginata,果实软腐脱落,Fruit soft rot and falling off,存在症状,ManifestAs
361,鸟嘴壶夜蛾,Oraesia excavata,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
362,柑橘花蕾蛆,Contarinia citri,绿色小点,Green dots,存在症状,ManifestAs
363,柑橘花蕾蛆,Contarinia citri,残花枯落,Withered flowers,存在症状,ManifestAs
364,柑橘青霉病,Penicillium italicum,果皮软化,Peel softening,存在症状,ManifestAs
365,柑橘青霉病,Penicillium italicum,水渍状褪色,Water-stained discoloration,存在症状,ManifestAs
366,柑橘青霉病,Penicillium italicum,白色近圆形霉斑,White nearly circular mildew spots,存在症状,ManifestAs
367,柑橘青霉病,Penicillium italicum,青色或绿色粉状物,Cyan or green powder,存在症状,ManifestAs
368,橘二叉蚜,Toxoptera citricida,叶向反面卷曲或稍纵卷,Leaves curled or slightly curled longitudinally,存在症状,ManifestAs
369,橘蚜,Toxoptera citricida,灰褐色蜕皮壳,Gray brown molting shell,存在症状,ManifestAs
370,橘蚜,Toxoptera citricida,叶片卷曲硬化,Leaf curling and hardening,存在症状,ManifestAs
371,橘蚜,Toxoptera citricida,新梢枯死,New shoots die back,存在症状,ManifestAs
372,柑橘粉虱,Dialeurodes citri,树势衰弱,Tree weakness,存在症状,ManifestAs
373,黑刺粉虱,Aleurocanthus woglumi,枝叶发黑,Black leaves,存在症状,ManifestAs
374,黑刺粉虱,Aleurocanthus woglumi,枯死脱落,Withered and fallen off,存在症状,ManifestAs
375,柑橘木虱,Diaphorina citri,嫩梢干枯,Dry shoots,存在症状,ManifestAs
376,柑橘木虱,Diaphorina citri,新叶扭曲畸形,New leaves are twisted and deformed,存在症状,ManifestAs
377,吹绵蚧,Icerya purchasi,叶叶色发黄,Yellowing of leaves,存在症状,ManifestAs
378,吹绵蚧,Icerya purchasi,枝梢枯萎,Branch withering,存在症状,ManifestAs
379,吹绵蚧,Icerya purchasi,树势衰弱,Tree weakness,存在症状,ManifestAs
380,堆蜡粉蚧,Planococcus citri,叶干枯卷缩,Leaves dry and curled,存在症状,ManifestAs
381,矢尖蚧,Unaspis yanonensis,叶片畸形,Leaf deformity,存在症状,ManifestAs
382,矢尖蚧,Unaspis yanonensis,枝叶干枯,Dry branches and leaves,存在症状,ManifestAs
383,红蜡蚧,Ceroplastes rubens,削弱树势,Weakening the tree,存在症状,ManifestAs
384,褐圆蚧,Chrysomphalus aonidum,叶片畸形,Leaf deformity,存在症状,ManifestAs
385,褐圆蚧,Chrysomphalus aonidum,枝叶干枯,Dry branches and leaves,存在症状,ManifestAs
386,糠片蚧,Parlatoria pergandii,叶干枯卷缩,Leaves dry and curled,存在症状,ManifestAs
387,柑橘全爪螨,Panonychus citri,灰白色斑点,Grayish white spots,存在症状,ManifestAs
388,柑橘全爪螨,Panonychus citri,叶片失去光泽,Leaves lose their luster,存在症状,ManifestAs
389,柑橘全爪螨,Panonychus citri,嫩枝枯死,Twig death,存在症状,ManifestAs
390,柑橘始叶螨,Eotetranychus kankitus,畸形扭曲,Deformed,存在症状,ManifestAs
391,柑橘始叶螨,Eotetranychus kankitus,成大量落,A large number of,存在症状,ManifestAs
392,柑橘凤蝶,Papilio xuthus,仅留叶脉,Only the veins remain,存在症状,ManifestAs
393,柑橘凤蝶,Papilio xuthus,叶脉全被吃光,The leaf veins are all eaten,存在症状,ManifestAs
394,拟小黄卷叶蛾,Adoxophyes cyrtosema,幼叶残缺破碎,Broken and broken young leaves,存在症状,ManifestAs
395,拟小黄卷叶蛾,Adoxophyes cyrtosema,花器残缺枯死脱落,"The flowers are broken, dead and falling off",存在症状,ManifestAs
396,茶蓑蛾,Clania minuscula,透明斑点,Transparent spots,存在症状,ManifestAs
397,茶蓑蛾,Clania minuscula,缺刻和孔洞,Nicks and holes,存在症状,ManifestAs
398,茶蓑蛾,Clania minuscula,叶片吃光,Eat all the leaves,存在症状,ManifestAs
399,油桐尺蛾,Buzura suppressaria,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
400,油桐尺蛾,Buzura suppressaria,上部枝梢枯死,Upper branches die back,存在症状,ManifestAs
401,达摩凤蝶,Papilio demoleus,缺刻和孔洞,Nicks and holes,存在症状,ManifestAs
402,柑橘恶性叶甲,Clitea metallica,孔洞或缺刻,Holes or notches,存在症状,ManifestAs
403,柑橘恶性叶甲,Clitea metallica,引起幼果大量,Causes a large number of young fruits,存在症状,ManifestAs
404,绿鳞象甲,Anomala corpulenta,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
405,绿鳞象甲,Anomala corpulenta,植株死亡,Plant death,存在症状,ManifestAs
406,柑橘灰象甲,Sympiezomias citri,残缺不全,incomplete,存在症状,ManifestAs
407,柑橘灰象甲,Sympiezomias citri,不整齐的凹陷缺刻或残留疤痕,Irregular indentations or residual scars,存在症状,ManifestAs
408,柑橘潜叶蛾,Phyllocnistis citrella,银白色弯曲隧道,Silver curved tunnel,存在症状,ManifestAs
409,柑橘潜叶蛾,Phyllocnistis citrella,叶卷缩硬化,Leaf curling and hardening,存在症状,ManifestAs
410,柑橘爆皮虫,Agrilus auriventris,呈芝麻状油浸点,Sesame-shaped oil-soaked spots,存在症状,ManifestAs
411,柑橘爆皮虫,Agrilus auriventris,泡沫状的黄色流胶物质,Foamy yellow gelatinous substance,存在症状,ManifestAs
412,柑橘溜皮虫,Agrilus auriventris,泡沫流胶,Foam glue,存在症状,ManifestAs
413,荔枝霜疫霉病,Peronophythora litchii,褐色病斑,Brown spots,存在症状,ManifestAs
414,荔枝霜疫霉病,Peronophythora litchii,褐色小斑,Small brown spots,存在症状,ManifestAs
415,荔枝霜疫霉病,Peronophythora litchii,不规则形病斑,Irregular lesions,存在症状,ManifestAs
416,荔枝霜疫霉病,Peronophythora litchii,淡黄色,Light yellow,存在症状,ManifestAs
417,荔枝霜疫霉病,Peronophythora litchii,白色霜霉状物,White downy mildew,存在症状,ManifestAs
418,荔枝霜疫霉病,Peronophythora litchii,褐色不规则形病斑,Brown irregular lesions,存在症状,ManifestAs
419,荔枝霜疫霉病,Peronophythora litchii,果皮呈暗褐色至黑色,The skin is dark brown to black,存在症状,ManifestAs
420,荔枝霜疫霉病,Peronophythora litchii,酒味或酸味,Winey or sour taste,存在症状,ManifestAs
421,荔枝炭疽病,Colletotrichum,病部初呈灰褐色,The diseased part is initially gray-brown,存在症状,ManifestAs
422,荔枝炭疽病,Colletotrichum,病斑圆形或长椭圆形,Lesions are round or oval,存在症状,ManifestAs
423,荔枝炭疽病,Colletotrichum,圆形至不规则形浅褐色小斑,Round to irregular light brown spots,存在症状,ManifestAs
424,荔枝炭疽病,Colletotrichum,深褐色大斑,Large dark brown spots,存在症状,ManifestAs
425,荔枝炭疽病,Colletotrichum,边缘不清晰,The edge is not clear,存在症状,ManifestAs
426,荔枝炭疽病,Colletotrichum,灰色斑块,Gray patches,存在症状,ManifestAs
427,荔枝炭疽病,Colletotrichum,褐色或黑色小粒点,Brown or black small spots,存在症状,ManifestAs
428,荔枝炭疽病,Colletotrichum,央生橙红色戮质,Orange-red color,存在症状,ManifestAs
429,荔枝炭疽病,Colletotrichum,粒果肉变酸腐烂,The flesh of the fruit turns sour and rots,存在症状,ManifestAs
430,荔枝酸腐病,Litchi chinensis,病斑不规则形小斑,Irregular small spots,存在症状,ManifestAs
431,荔枝酸腐病,Litchi chinensis,暗褐色大斑,Large dark brown spots,存在症状,ManifestAs
432,荔枝酸腐病,Litchi chinensis,果肉腐败酸臭,Fruit pulp is rotten and smelly,存在症状,ManifestAs
433,荔枝酸腐病,Litchi chinensis,果皮硬化,Peel hardening,存在症状,ManifestAs
434,荔枝酸腐病,Litchi chinensis,转暗褐色,Turn dark brown,存在症状,ManifestAs
435,荔枝酸腐病,Litchi chinensis,白色霉层,White mold layer,存在症状,ManifestAs
436,荔枝藻斑病,Cephaleuros virescens,黄褐色绒毛状近圆形藻斑,"Yellow-brown, velvety, nearly circular algae spots",存在症状,ManifestAs
