number,Chinese entity name,entity binomial scientific name,Chinese region,English region,Chinese relation,English relation
1263,禾蓟马,Frankliniella tenuicornis,辽宁,Liaoning,主要发生地,RegionIs
1264,禾蓟马,Frankliniella tenuicornis,福建,Fujian,主要发生地,RegionIs
1265,禾蓟马,Frankliniella tenuicornis,广东,Guangdong,主要发生地,RegionIs
1266,禾蓟马,Frankliniella tenuicornis,广西,Guangxi,主要发生地,RegionIs
1267,禾蓟马,Frankliniella tenuicornis,四川,Sichuan,主要发生地,RegionIs
1268,禾蓟马,Frankliniella tenuicornis,云南,Yunnan,主要发生地,RegionIs
1269,禾蓟马,Frankliniella tenuicornis,西藏,Tibet,主要发生地,RegionIs
1270,禾蓟马,Frankliniella tenuicornis,陕西,Shaanxi,主要发生地,RegionIs
1271,禾蓟马,Frankliniella tenuicornis,甘肃,Gansu,主要发生地,RegionIs
1272,禾蓟马,Frankliniella tenuicornis,青海,Qinghai,主要发生地,RegionIs
1273,禾蓟马,Frankliniella tenuicornis,宁夏,Ningxia,主要发生地,RegionIs
1274,禾蓟马,Frankliniella tenuicornis,新疆,Xinjiang,主要发生地,RegionIs
1275,禾蓟马,Frankliniella tenuicornis,江西,Jiangxi,主要发生地,RegionIs
1276,禾蓟马,Frankliniella tenuicornis,河南,Henan,主要发生地,RegionIs
1277,高粱坚黑穗病,Sphacelotheca sorghi,山东,Shandong,主要发生地,RegionIs
1278,高粱柱黑粉病,Sorosporium reilianum,吉林,Jilin,主要发生地,RegionIs
1279,高粱柱黑粉病,Sorosporium reilianum,辽宁,Liaoning,主要发生地,RegionIs
1280,高粱柱黑粉病,Sorosporium reilianum,河北,Hebei,主要发生地,RegionIs
1281,高粱柱黑粉病,Sorosporium reilianum,甘肃,Gansu,主要发生地,RegionIs
1282,高粱细菌性条纹病,Xanthomonas campestris pv. holcicola,河北,Hebei,主要发生地,RegionIs
1283,高粱细菌性条纹病,Xanthomonas campestris pv. holcicola,山西,Shanxi,主要发生地,RegionIs
1284,高粱细菌性条纹病,Xanthomonas campestris pv. holcicola,山东,Shandong,主要发生地,RegionIs
1285,高粱细菌性条纹病,Xanthomonas campestris pv. holcicola,河南,Henan,主要发生地,RegionIs
1286,高粱细菌性条纹病,Xanthomonas campestris pv. holcicola,江苏,Jiangsu,主要发生地,RegionIs
1287,高粱细菌性红条病,Sorghum bacterial red stripe disease,河南,Henan,主要发生地,RegionIs
1288,高粱细菌性红条病,Sorghum bacterial red stripe disease,山东,Shandong,主要发生地,RegionIs
1289,高粱细菌性红条病,Sorghum bacterial red stripe disease,江苏,Jiangsu,主要发生地,RegionIs
1290,高粱细菌性红条病,Sorghum bacterial red stripe disease,湖北,Hubei,主要发生地,RegionIs
1291,高粱细菌性斑点病,Xanthomonas campestris pv. sorghum,吉林,Jilin,主要发生地,RegionIs
1292,高粱细菌性斑点病,Xanthomonas campestris pv. sorghum,湖南,Hunan,主要发生地,RegionIs
1293,高粱细菌性斑点病,Xanthomonas campestris pv. sorghum,云南,Yunnan,主要发生地,RegionIs
1294,谷类大蚊,Tipula paludosa,东北,Northeast,主要发生地,RegionIs
1295,谷类大蚊,Tipula paludosa,华北,North China,主要发生地,RegionIs
1296,谷类大蚊,Tipula paludosa,西北,Northwest,主要发生地,RegionIs
1297,粟细菌性褐斑条斑病,Pseudomonas syringae pv. setariae,河北,Hebei,主要发生地,RegionIs
1298,粟细菌性褐斑条斑病,Pseudomonas syringae pv. setariae,河南,Henan,主要发生地,RegionIs
1299,粟细菌性褐斑条斑病,Pseudomonas syringae pv. setariae,山东,Shandong,主要发生地,RegionIs
1300,粟细菌性褐斑条斑病,Pseudomonas syringae pv. setariae,江苏,Jiangsu,主要发生地,RegionIs
1301,粟细菌性褐斑条斑病,Pseudomonas syringae pv. setariae,湖北,Hubei,主要发生地,RegionIs
1302,粟墨黑粉病,Ustilago crameri,辽宁,Liaoning,主要发生地,RegionIs
1303,粟墨黑粉病,Ustilago crameri,河北,Hebei,主要发生地,RegionIs
1304,粟细菌性条斑病,Xanthomonas campestris pv. oryzae,河北,Hebei,主要发生地,RegionIs
1305,粟细菌性条斑病,Xanthomonas campestris pv. oryzae,河南,Henan,主要发生地,RegionIs
1306,粟细菌性条斑病,Xanthomonas campestris pv. oryzae,山东,Shandong,主要发生地,RegionIs
1307,粟细菌性条斑病,Xanthomonas campestris pv. oryzae,江苏,Jiangsu,主要发生地,RegionIs
1308,粟细菌性条斑病,Xanthomonas campestris pv. oryzae,湖北,Hubei,主要发生地,RegionIs
1309,甘薯茎螟,Omphisa anastomosalis,福建,Fujian,主要发生地,RegionIs
1310,甘薯茎螟,Omphisa anastomosalis,台湾,Taiwan,主要发生地,RegionIs
1311,甘薯茎螟,Omphisa anastomosalis,广东,Guangdong,主要发生地,RegionIs
1312,甘薯茎螟,Omphisa anastomosalis,海南,Hainan,主要发生地,RegionIs
1313,甘薯茎螟,Omphisa anastomosalis,广西,Guangxi,主要发生地,RegionIs
1314,甘薯茎螟,Omphisa anastomosalis,云南,Yunnan,主要发生地,RegionIs
1315,甘薯根腐病,Fusarium solani f. sp. batatas,河北,Hebei,主要发生地,RegionIs
1316,甘薯根腐病,Fusarium solani f. sp. batatas,河南,Henan,主要发生地,RegionIs
1317,甘薯根腐病,Fusarium solani f. sp. batatas,江苏,Jiangsu,主要发生地,RegionIs
1318,甘薯根腐病,Fusarium solani f. sp. batatas,安徽,Anhui,主要发生地,RegionIs
1319,甘薯根腐病,Fusarium solani f. sp. batatas,湖南,Hunan,主要发生地,RegionIs
1320,甘薯根腐病,Fusarium solani f. sp. batatas,湖北,Hubei,主要发生地,RegionIs
1321,甘薯根腐病,Fusarium solani f. sp. batatas,陕西,Shaanxi,主要发生地,RegionIs
1322,甘薯紫纹羽病,Helicobasidium mompa,浙江,Zhejiang,主要发生地,RegionIs
1323,甘薯紫纹羽病,Helicobasidium mompa,福建,Fujian,主要发生地,RegionIs
1324,甘薯紫纹羽病,Helicobasidium mompa,江苏,Jiangsu,主要发生地,RegionIs
1325,甘薯紫纹羽病,Helicobasidium mompa,山东,Shandong,主要发生地,RegionIs
1326,甘薯紫纹羽病,Helicobasidium mompa,河北,Hebei,主要发生地,RegionIs
1327,甘薯紫纹羽病,Helicobasidium mompa,河南,Henan,主要发生地,RegionIs
1328,甘薯蚁象甲,Cylas formicarius,江西,Jiangxi,主要发生地,RegionIs
1329,甘薯蚁象甲,Cylas formicarius,湖南,Hunan,主要发生地,RegionIs
1330,甘薯蚁象甲,Cylas formicarius,贵州,Guizhou,主要发生地,RegionIs
1331,甘薯蚁象甲,Cylas formicarius,台湾,Taiwan,主要发生地,RegionIs
1332,甘薯蚁象甲,Cylas formicarius,海南,Hainan,主要发生地,RegionIs
1333,甘薯蚁象甲,Cylas formicarius,广东,Guangdong,主要发生地,RegionIs
1334,甘薯蚁象甲,Cylas formicarius,广西,Guangxi,主要发生地,RegionIs
1335,甘薯蚁象甲,Cylas formicarius,云南,Yunnan,主要发生地,RegionIs
1336,甘薯蚁象甲,Cylas formicarius,福建,Fujian,主要发生地,RegionIs
1337,甘薯蜡龟甲,Laccoptera quadrimaculata,福建,Fujian,主要发生地,RegionIs
1338,甘薯蜡龟甲,Laccoptera quadrimaculata,台湾,Taiwan,主要发生地,RegionIs
1339,甘薯蜡龟甲,Laccoptera quadrimaculata,广东,Guangdong,主要发生地,RegionIs
1340,甘薯蜡龟甲,Laccoptera quadrimaculata,广西,Guangxi,主要发生地,RegionIs
1341,甘薯蜡龟甲,Laccoptera quadrimaculata,贵州,Guizhou,主要发生地,RegionIs
1342,甘薯蜡龟甲,Laccoptera quadrimaculata,四川,Sichuan,主要发生地,RegionIs
1343,甘薯蜡龟甲,Laccoptera quadrimaculata,湖北,Hubei,主要发生地,RegionIs
1344,甘薯蜡龟甲,Laccoptera quadrimaculata,浙江,Zhejiang,主要发生地,RegionIs
1345,甘薯蜡龟甲,Laccoptera quadrimaculata,江苏,Jiangsu,主要发生地,RegionIs
1346,笨蝗,Haplotropis brunneriana,东北,Northeast,主要发生地,RegionIs
1347,笨蝗,Haplotropis brunneriana,内蒙,Inner Mongolia,主要发生地,RegionIs
1348,笨蝗,Haplotropis brunneriana,河北,Hebei,主要发生地,RegionIs
1349,笨蝗,Haplotropis brunneriana,河南,Henan,主要发生地,RegionIs
1350,笨蝗,Haplotropis brunneriana,山西,Shanxi,主要发生地,RegionIs
1351,笨蝗,Haplotropis brunneriana,山东,Shandong,主要发生地,RegionIs
1352,笨蝗,Haplotropis brunneriana,江苏,Jiangsu,主要发生地,RegionIs
1353,笨蝗,Haplotropis brunneriana,安徽,Anhui,主要发生地,RegionIs
1354,笨蝗,Haplotropis brunneriana,宁夏,Ningxia,主要发生地,RegionIs
1355,笨蝗,Haplotropis brunneriana,陕西,Shaanxi,主要发生地,RegionIs
1356,笨蝗,Haplotropis brunneriana,武威,Wuwei,主要发生地,RegionIs
1357,笨蝗,Haplotropis brunneriana,兰州,Lanzhou,主要发生地,RegionIs
1358,笨蝗,Haplotropis brunneriana,庆阳,Qingyang,主要发生地,RegionIs
1359,笨蝗,Haplotropis brunneriana,正宁,Zhengning,主要发生地,RegionIs
1360,笨蝗,Haplotropis brunneriana,平凉,Pingliang,主要发生地,RegionIs
1361,马铃薯青枯病,Ralstonia solanacearum,四川,Sichuan,主要发生地,RegionIs
1362,马铃薯青枯病,Ralstonia solanacearum,贵州,Guizhou,主要发生地,RegionIs
1363,马铃薯青枯病,Ralstonia solanacearum,云南,Yunnan,主要发生地,RegionIs
1364,马铃薯青枯病,Ralstonia solanacearum,广东,Guangdong,主要发生地,RegionIs
1365,马铃薯青枯病,Ralstonia solanacearum,福建,Fujian,主要发生地,RegionIs
1366,马铃薯青枯病,Ralstonia solanacearum,台湾,Taiwan,主要发生地,RegionIs
1367,马铃薯青枯病,Ralstonia solanacearum,江西,Jiangxi,主要发生地,RegionIs
1368,马铃薯青枯病,Ralstonia solanacearum,江苏,Jiangsu,主要发生地,RegionIs
1369,马铃薯青枯病,Ralstonia solanacearum,浙江,Zhejiang,主要发生地,RegionIs
1370,马铃薯青枯病,Ralstonia solanacearum,上海,Shanghai,主要发生地,RegionIs
1371,马铃薯青枯病,Ralstonia solanacearum,安徽,Anhui,主要发生地,RegionIs
1372,马铃薯青枯病,Ralstonia solanacearum,河南,Henan,主要发生地,RegionIs
1373,马铃薯青枯病,Ralstonia solanacearum,北京,Beijing,主要发生地,RegionIs
1374,马铃薯青枯病,Ralstonia solanacearum,天津,Tianjin,主要发生地,RegionIs
1375,马铃薯青枯病,Ralstonia solanacearum,辽宁,Liaoning,主要发生地,RegionIs
1376,黄胫小车蝗,Oedaleus infernalis,河北,Hebei,主要发生地,RegionIs
1377,麦穗夜蛾,Apamea sordens,甘肃,Gansu,主要发生地,RegionIs
1378,麦穗夜蛾,Apamea sordens,青海,Qinghai,主要发生地,RegionIs
1379,麦茎谷蛾,Ochsenheimeria taurella,山东,Shandong,主要发生地,RegionIs
1380,麦茎谷蛾,Ochsenheimeria taurella,河北,Hebei,主要发生地,RegionIs
1381,麦茎谷蛾,Ochsenheimeria taurella,江苏,Jiangsu,主要发生地,RegionIs
1382,麦茎谷蛾,Ochsenheimeria taurella,甘肃,Gansu,主要发生地,RegionIs
1383,绿翅脊萤叶甲,Galeruca daurica,四川,Sichuan,主要发生地,RegionIs
1384,绿翅脊萤叶甲,Galeruca daurica,西藏,Tibet,主要发生地,RegionIs
1385,玉米褐斑病,Physoderma maydis,山东,Shandong,主要发生地,RegionIs
1386,玉米褐斑病,Physoderma maydis,安徽,Anhui,主要发生地,RegionIs
1387,玉米疯顶病,Sclerophthora macrospora,甘肃,Gansu,主要发生地,RegionIs
1388,玉米疯顶病,Sclerophthora macrospora,新疆,Xinjiang,主要发生地,RegionIs
1389,玉米疯顶病,Sclerophthora macrospora,四川,Sichuan,主要发生地,RegionIs
1390,玉米疯顶病,Sclerophthora macrospora,河北,Hebei,主要发生地,RegionIs
1391,玉米疯顶病,Sclerophthora macrospora,北京,Beijing,主要发生地,RegionIs
1392,玉米疯顶病,Sclerophthora macrospora,江苏,Jiangsu,主要发生地,RegionIs
1393,玉米疯顶病,Sclerophthora macrospora,山西,Shanxi,主要发生地,RegionIs
1394,玉米疯顶病,Sclerophthora macrospora,山东,Shandong,主要发生地,RegionIs
1395,玉米疯顶病,Sclerophthora macrospora,台湾,Taiwan,主要发生地,RegionIs
1396,玉米圆斑病,Helminthosporium carbonum,吉林,Jilin,主要发生地,RegionIs
1397,玉米圆斑病,Helminthosporium carbonum,辽宁,Liaoning,主要发生地,RegionIs
1398,玉米圆斑病,Helminthosporium carbonum,河北,Hebei,主要发生地,RegionIs
1399,玉米干腐病,Diplodia maydis,安徽,Anhui,主要发生地,RegionIs
1400,玉米干腐病,Diplodia maydis,四川,Sichuan,主要发生地,RegionIs
1401,玉米干腐病,Diplodia maydis,广东,Guangdong,主要发生地,RegionIs
1402,玉米干腐病,Diplodia maydis,云南,Yunnan,主要发生地,RegionIs
1403,玉米干腐病,Diplodia maydis,贵州,Guizhou,主要发生地,RegionIs
1404,玉米干腐病,Diplodia maydis,湖南,Hunan,主要发生地,RegionIs
1405,玉米干腐病,Diplodia maydis,湖北,Hubei,主要发生地,RegionIs
1406,玉米干腐病,Diplodia maydis,浙江,Zhejiang,主要发生地,RegionIs
1407,银锭夜蛾,Macdunnoughia crassisigna,东北,Northeast,主要发生地,RegionIs
1408,银锭夜蛾,Macdunnoughia crassisigna,华北,North China,主要发生地,RegionIs
1409,银锭夜蛾,Macdunnoughia crassisigna,华东,East China,主要发生地,RegionIs
1410,银锭夜蛾,Macdunnoughia crassisigna,西北,Northwest,主要发生地,RegionIs
1411,向日葵褐斑病,Septoria helianthi,吉林,Jilin,主要发生地,RegionIs
1412,向日葵褐斑病,Septoria helianthi,辽宁,Liaoning,主要发生地,RegionIs
1413,向日葵褐斑病,Septoria helianthi,河北,Hebei,主要发生地,RegionIs
1414,向日葵褐斑病,Septoria helianthi,甘肃,Gansu,主要发生地,RegionIs
1415,向日葵褐斑病,Septoria helianthi,江西,Jiangxi,主要发生地,RegionIs
1416,向日葵褐斑病,Septoria helianthi,广西,Guangxi,主要发生地,RegionIs
1417,向日葵褐斑病,Septoria helianthi,云南,Yunnan,主要发生地,RegionIs
1418,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,广西,Guangxi,主要发生地,RegionIs
1419,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,湖北,Hubei,主要发生地,RegionIs
1420,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,江苏,Jiangsu,主要发生地,RegionIs
1421,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,山东,Shandong,主要发生地,RegionIs
1422,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,河南,Henan,主要发生地,RegionIs
1423,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,河北,Hebei,主要发生地,RegionIs
1424,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,辽宁,Liaoning,主要发生地,RegionIs
1425,向日葵细菌性叶斑病,Pseudomonas syringae pv. helianthi,吉林,Jilin,主要发生地,RegionIs
1426,葱黄寡毛跳甲,Luperomorpha suturalis,吉林,Jilin,主要发生地,RegionIs
1427,葱黄寡毛跳甲,Luperomorpha suturalis,河北,Hebei,主要发生地,RegionIs
1428,葱黄寡毛跳甲,Luperomorpha suturalis,山西,Shanxi,主要发生地,RegionIs
1429,葱黄寡毛跳甲,Luperomorpha suturalis,江苏,Jiangsu,主要发生地,RegionIs
1430,葱黄寡毛跳甲,Luperomorpha suturalis,安徽,Anhui,主要发生地,RegionIs
1431,韭菜迟眼蕈蚊,Bradysia odoriphaga,湖北,Hubei,主要发生地,RegionIs
1432,韭菜迟眼蕈蚊,Bradysia odoriphaga,浙江,Zhejiang,主要发生地,RegionIs
1433,黄星蝗,Aularches miliaris,海南,Hainan,主要发生地,RegionIs
1434,黄星蝗,Aularches miliaris,广西,Guangxi,主要发生地,RegionIs
1435,黄星蝗,Aularches miliaris,贵州,Guizhou,主要发生地,RegionIs
1436,黄星蝗,Aularches miliaris,云南,Yunnan,主要发生地,RegionIs
1437,黄星蝗,Aularches miliaris,四川,Sichuan,主要发生地,RegionIs
1438,水稻云形病,Gerlachia oryzae,广东,Guangdong,主要发生地,RegionIs
1439,水稻云形病,Gerlachia oryzae,江西,Jiangxi,主要发生地,RegionIs
1440,水稻云形病,Gerlachia oryzae,湖南,Hunan,主要发生地,RegionIs
1441,水稻云形病,Gerlachia oryzae,浙江,Zhejiang,主要发生地,RegionIs
1442,水稻云形病,Gerlachia oryzae,江苏,Jiangsu,主要发生地,RegionIs
1443,水稻云形病,Gerlachia oryzae,上海,Shanghai,主要发生地,RegionIs
1444,水稻云形病,Gerlachia oryzae,安徽,Anhui,主要发生地,RegionIs
1445,水稻紫鞘病,Rice purple sheath disease,广西,Guangxi,主要发生地,RegionIs
1446,水稻紫鞘病,Rice purple sheath disease,广东,Guangdong,主要发生地,RegionIs
1447,水稻紫鞘病,Rice purple sheath disease,湖南,Hunan,主要发生地,RegionIs
1448,水稻紫鞘病,Rice purple sheath disease,湖北,Hubei,主要发生地,RegionIs
1449,水稻紫鞘病,Rice purple sheath disease,安徽,Anhui,主要发生地,RegionIs
1450,水稻紫鞘病,Rice purple sheath disease,江苏,Jiangsu,主要发生地,RegionIs
1451,水稻紫鞘病,Rice purple sheath disease,浙江,Zhejiang,主要发生地,RegionIs
1452,水稻紫鞘病,Rice purple sheath disease,江西,Jiangxi,主要发生地,RegionIs
1453,水稻紫鞘病,Rice purple sheath disease,贵州,Guizhou,主要发生地,RegionIs
1454,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,江苏,Jiangsu,主要发生地,RegionIs
1455,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,安徽,Anhui,主要发生地,RegionIs
1456,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,湖南,Hunan,主要发生地,RegionIs
1457,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,湖北,Hubei,主要发生地,RegionIs
1458,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,云南,Yunnan,主要发生地,RegionIs
1459,水稻细菌性条斑病,Xanthomonas oryzae pv. oryzicola,贵州,Guizhou,主要发生地,RegionIs
1460,水稻根结线虫病,Meloidogyne graminicola,广西,Guangxi,主要发生地,RegionIs
1461,水稻根结线虫病,Meloidogyne graminicola,海南,Hainan,主要发生地,RegionIs
1462,水稻根结线虫病,Meloidogyne graminicola,云南,Yunnan,主要发生地,RegionIs
1463,稻切叶野螟,Herpetogramma licarsisalis,浙江,Zhejiang,主要发生地,RegionIs
1464,稻切叶野螟,Herpetogramma licarsisalis,福建,Fujian,主要发生地,RegionIs
1465,稻切叶野螟,Herpetogramma licarsisalis,江西,Jiangxi,主要发生地,RegionIs
1466,稻切叶野螟,Herpetogramma licarsisalis,湖南,Hunan,主要发生地,RegionIs
1467,稻切叶野螟,Herpetogramma licarsisalis,湖北,Hubei,主要发生地,RegionIs
1468,稻切叶野螟,Herpetogramma licarsisalis,广东,Guangdong,主要发生地,RegionIs
1469,稻切叶野螟,Herpetogramma licarsisalis,广西,Guangxi,主要发生地,RegionIs
1470,稻潜叶蝇,Agromyza oryzae,东北,Northeast,主要发生地,RegionIs
1471,稻潜叶蝇,Agromyza oryzae,华北,North China,主要发生地,RegionIs
1472,稻潜叶蝇,Agromyza oryzae,浙江,Zhejiang,主要发生地,RegionIs
1473,大稻缘蝽,Leptocorisa acuta,广西,Guangxi,主要发生地,RegionIs
1474,大稻缘蝽,Leptocorisa acuta,海南,Hainan,主要发生地,RegionIs
1475,大稻缘蝽,Leptocorisa acuta,云南,Yunnan,主要发生地,RegionIs
1476,大稻缘蝽,Leptocorisa acuta,台湾,Taiwan,主要发生地,RegionIs
1477,黑尾叶蝉,Nephotettix cincticeps,江苏,Jiangsu,主要发生地,RegionIs
1478,黑尾叶蝉,Nephotettix cincticeps,安徽,Anhui,主要发生地,RegionIs
1479,黑尾叶蝉,Nephotettix cincticeps,浙江,Zhejiang,主要发生地,RegionIs
1480,黑尾叶蝉,Nephotettix cincticeps,湖南,Hunan,主要发生地,RegionIs
1481,黑尾叶蝉,Nephotettix cincticeps,湖北,Hubei,主要发生地,RegionIs
1482,黑尾叶蝉,Nephotettix cincticeps,福建,Fujian,主要发生地,RegionIs
1483,黑尾叶蝉,Nephotettix cincticeps,广东,Guangdong,主要发生地,RegionIs
1484,黑尾叶蝉,Nephotettix cincticeps,广西,Guangxi,主要发生地,RegionIs
1485,黑尾叶蝉,Nephotettix cincticeps,四川,Sichuan,主要发生地,RegionIs
1486,黑尾叶蝉,Nephotettix cincticeps,贵州,Guizhou,主要发生地,RegionIs
1487,白翅叶蝉,Erythroneura subrufa,浙江,Zhejiang,主要发生地,RegionIs
1488,白翅叶蝉,Erythroneura subrufa,江西,Jiangxi,主要发生地,RegionIs
1489,白翅叶蝉,Erythroneura subrufa,湖南,Hunan,主要发生地,RegionIs
1490,白翅叶蝉,Erythroneura subrufa,湖北,Hubei,主要发生地,RegionIs
1491,白翅叶蝉,Erythroneura subrufa,福建,Fujian,主要发生地,RegionIs
1492,白翅叶蝉,Erythroneura subrufa,台湾,Taiwan,主要发生地,RegionIs
1493,白翅叶蝉,Erythroneura subrufa,广东,Guangdong,主要发生地,RegionIs
1494,白翅叶蝉,Erythroneura subrufa,广西,Guangxi,主要发生地,RegionIs
1495,白翅叶蝉,Erythroneura subrufa,四川,Sichuan,主要发生地,RegionIs
1496,白翅叶蝉,Erythroneura subrufa,贵州,Guizhou,主要发生地,RegionIs
1497,白翅叶蝉,Erythroneura subrufa,云南,Yunnan,主要发生地,RegionIs
1498,稻赤斑沫蝉,Callitettix versicolor,湖北,Hubei,主要发生地,RegionIs
1499,稻赤斑沫蝉,Callitettix versicolor,江苏,Jiangsu,主要发生地,RegionIs
1500,稻赤斑沫蝉,Callitettix versicolor,浙江,Zhejiang,主要发生地,RegionIs
1501,稻筒水螟,Parapoynx stagnalis,福建,Fujian,主要发生地,RegionIs
1502,稻筒水螟,Parapoynx stagnalis,台湾,Taiwan,主要发生地,RegionIs
1503,稻筒水螟,Parapoynx stagnalis,广东,Guangdong,主要发生地,RegionIs
1504,稻筒水螟,Parapoynx stagnalis,广西,Guangxi,主要发生地,RegionIs
1505,稻筒水螟,Parapoynx stagnalis,四川,Sichuan,主要发生地,RegionIs
1506,稻筒水螟,Parapoynx stagnalis,云南,Yunnan,主要发生地,RegionIs
1507,稻筒水螟,Parapoynx stagnalis,河南,Henan,主要发生地,RegionIs
1508,稻筒水螟,Parapoynx stagnalis,宁夏,Ningxia,主要发生地,RegionIs
1509,稻筒水螟,Parapoynx stagnalis,贵州,Guizhou,主要发生地,RegionIs
1510,水稻负泥虫,Oulema oryzae,江西,Jiangxi,主要发生地,RegionIs
1511,水稻负泥虫,Oulema oryzae,湖北,Hubei,主要发生地,RegionIs
1512,水稻负泥虫,Oulema oryzae,湖南,Hunan,主要发生地,RegionIs
1513,水稻负泥虫,Oulema oryzae,台湾,Taiwan,主要发生地,RegionIs
1514,水稻负泥虫,Oulema oryzae,福建,Fujian,主要发生地,RegionIs
1515,水稻负泥虫,Oulema oryzae,广东,Guangdong,主要发生地,RegionIs
1516,水稻负泥虫,Oulema oryzae,广西,Guangxi,主要发生地,RegionIs
1517,水稻负泥虫,Oulema oryzae,云南,Yunnan,主要发生地,RegionIs
1518,水稻负泥虫,Oulema oryzae,贵州,Guizhou,主要发生地,RegionIs
1519,福寿螺,Pomacea canaliculata,广东,Guangdong,主要发生地,RegionIs
1520,福寿螺,Pomacea canaliculata,广西,Guangxi,主要发生地,RegionIs
1521,福寿螺,Pomacea canaliculata,福建,Fujian,主要发生地,RegionIs
1522,福寿螺,Pomacea canaliculata,浙江,Zhejiang,主要发生地,RegionIs
1523,福寿螺,Pomacea canaliculata,上海,Shanghai,主要发生地,RegionIs
1524,福寿螺,Pomacea canaliculata,海南,Hainan,主要发生地,RegionIs
1525,福寿螺,Pomacea canaliculata,台湾,Taiwan,主要发生地,RegionIs
1526,长肩棘缘蝽,Cletus trigonus,云南,Yunnan,主要发生地,RegionIs
1527,长肩棘缘蝽,Cletus trigonus,贵州,Guizhou,主要发生地,RegionIs
1528,小麦雪霉叶枯病,Gerlachia nivalis,陕西,Shaanxi,主要发生地,RegionIs
1529,小麦雪霉叶枯病,Gerlachia nivalis,甘肃,Gansu,主要发生地,RegionIs
1530,小麦雪霉叶枯病,Gerlachia nivalis,宁夏,Ningxia,主要发生地,RegionIs
1531,小麦雪霉叶枯病,Gerlachia nivalis,青海,Qinghai,主要发生地,RegionIs
1532,小麦雪霉叶枯病,Gerlachia nivalis,新疆,Xinjiang,主要发生地,RegionIs
1533,小麦雪霉叶枯病,Gerlachia nivalis,四川,Sichuan,主要发生地,RegionIs
1534,小麦雪霉叶枯病,Gerlachia nivalis,贵州,Guizhou,主要发生地,RegionIs
1535,小麦雪霉叶枯病,Gerlachia nivalis,西藏,Tibet,主要发生地,RegionIs
1536,小麦雪霉叶枯病,Gerlachia nivalis,河南,Henan,主要发生地,RegionIs
1537,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,河南,Henan,主要发生地,RegionIs
1538,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,江苏,Jiangsu,主要发生地,RegionIs
1539,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,浙江,Zhejiang,主要发生地,RegionIs
1540,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,安徽,Anhui,主要发生地,RegionIs
1541,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,四川,Sichuan,主要发生地,RegionIs
1542,小麦土传花叶病毒病,Wheat soil-borne mosaic virus,陕西,Shaanxi,主要发生地,RegionIs
1543,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,河北,Hebei,主要发生地,RegionIs
1544,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,山东,Shandong,主要发生地,RegionIs
1545,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,安徽,Anhui,主要发生地,RegionIs
1546,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,江苏,Jiangsu,主要发生地,RegionIs
1547,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,浙江,Zhejiang,主要发生地,RegionIs
1548,小麦蜜穗病,Clavibacter michiganensis subsp. tesselarius,贵州,Guizhou,主要发生地,RegionIs
1549,小麦细菌性条斑病,Xanthomonas campestris pv. translucens,西藏,Tibet,主要发生地,RegionIs
1550,小麦细菌性条斑病,Xanthomonas campestris pv. translucens,山东,Shandong,主要发生地,RegionIs
1551,小麦细菌性条斑病,Xanthomonas campestris pv. translucens,北京,Beijing,主要发生地,RegionIs
1552,大麦麦角病,Claviceps purpurea f. sp. hordeina,浙江,Zhejiang,主要发生地,RegionIs
1553,大麦麦角病,Claviceps purpurea f. sp. hordeina,安徽,Anhui,主要发生地,RegionIs
1554,大麦麦角病,Claviceps purpurea f. sp. hordeina,山东,Shandong,主要发生地,RegionIs
1555,大麦麦角病,Claviceps purpurea f. sp. hordeina,广西,Guangxi,主要发生地,RegionIs
1556,大麦麦角病,Claviceps purpurea f. sp. hordeina,湖南,Hunan,主要发生地,RegionIs
1557,大麦麦角病,Claviceps purpurea f. sp. hordeina,四川,Sichuan,主要发生地,RegionIs
1558,大麦麦角病,Claviceps purpurea f. sp. hordeina,甘肃,Gansu,主要发生地,RegionIs
1559,大麦麦角病,Claviceps purpurea f. sp. hordeina,河北,Hebei,主要发生地,RegionIs
1560,大麦麦角病,Claviceps purpurea f. sp. hordeina,吉林,Jilin,主要发生地,RegionIs
